,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
183,Sparkle,56,44,PG-13,"['Drama', 'Musical']",['SalimAkil'],"['DebraMartinChase', 'ThomasDexterJakesSr.', 'CurtisWallace', 'SalimAkil', 'MaraBrockAkil']","['Aug 17', '2012']",24.4M
184,The Players,30,27,R,['Comedy'],"['EmmanuelleBercot', 'FredCavayé', 'AlexandreCourtes', 'JeanDujardin', 'MichelHazanavicius', 'ÉricLartigau', 'GillesLellouche']","['JeanDujardin', 'MarcDujardin', 'ÉricHannezo', 'GuillaumeLacroix']","['Apr 4', '2014']",6.7K
185,Liar Game: Reborn,,,,,,,,
186,I Want You,,33,,['Drama'],['MarkRobson'],['SamuelGoldwyn'],"['Dec 23', '1951']",
187,Türkisch für Anfänger,,,,,,,,
188,Wanderlust,,,,['Documentary'],"['MaríaPérezEscalá', 'AnneVonPetersdorff']",['JulianaSchwindt'],,
189,"Little Brother, Big Trouble: A Christmas Adventure",,49,G,"['Other', 'Kids&family', 'Animation', 'Adventure']","['KariJuusonen', 'JørgenLerdam']","['EmelyChristians', 'RalphChristians', 'AnttiHaikala', 'BernhardzuCastell']",,
190,To the Arctic 3D,,,,,,,,
191,Hotaru the Movie: It's Only a Little Light in My Life,,,,,,,,
192,Kon-Tiki,,77,,['Documentary'],['ThorHeyerdahl'],,"['Apr 3', '1951']",
193,Fall in Love Like a Star,,,,['Romance'],['TonyChan'],,"['Dec 4', '2015']",190.5K
194,Upside Down,28,42,PG-13,"['Fantasy', 'Romance', 'Sci-fi']",['JuanSolanas'],"['AtonSoumache', 'AlexisVonarb', 'DimitriRassam', 'ClaudeLéger', 'JonathanVanger']","['Mar 15', '2013']",102.1K
195,Unbowed,,40,,"['Drama', 'History']",['NanciRossov'],"['LisaKaradjian', 'NanciRossov']",,
196,Confession of Murder,,,,"['Biography', 'Crime', 'Drama']",['VincentLePort'],"['RoyArida', 'ThierryLounas', 'Pierre-EmmanuelUrcun']",,
197,StreetDance 2 2012 Re-release,,,,,,,,
198,2012 2012 Re-release,,,,,,,,
199,Beasts of the Southern Wild,86,76,PG-13,"['Drama', 'Fantasy', 'Adventure']",['BenhZeitlin'],"['MichaelGottwald', 'DanJanvey', 'JoshPenn']","['Jun 27', '2012']",12.8M
