,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
169,Alibi.com,67,47,,['Comedy'],['PhilippeLacheau'],"['AlexandraFechner', 'FranckMilcent']",,
170,Sword Art Online the Movie: Ordinal Scale,100,75,,"['Anime', 'Action', 'Adventure']",['TomohikoIto'],,,
171,Recep Ivedik 5,,,,,,,,
172,Judwaa 2,33,33,,"['Comedy', 'Action']",['DavidDhawan'],['SajidNadiadwala'],"['Sep 29', '2017']",1.4M
173,The Fortress,,,,['Documentary'],['AndrésTorres'],,,
174,What Happened to Monday,61,67,,"['Sci-fi', 'Action']",['TommyWirkola'],"['RaffaellaDeLaurentiis', 'FabriceGianfermi', 'PhilippeRousselet']",,
175,Monster Family,10,22,PG,"['Fantasy', 'Other', 'Kids&family', 'Comedy', 'Animation']",['HolgerTappe'],['HolgerTappe'],"['Feb 9', '2018']",
176,The Beguiled,78,48,R,"['Drama', 'History']",['SofiaCoppola'],"['RomanCoppola', 'SofiaCoppola', 'YoureeHenley']","['Jun 30', '2017']",10.5M
177,CHIPS,19,45,R,"['Comedy', 'Action']",['DaxShepard'],"['AndrewPanay', 'RaviMehta']","['Mar 24', '2017']",18.6M
178,A Cure for Wellness,42,41,R,"['Horror', 'Drama', 'Mystery&thriller']",['GoreVerbinski'],"['ArnonMilchan', 'GoreVerbinski', 'DavidCrockett']","['Feb 17', '2017']",7.5M
179,Only the Brave,87,91,PG-13,"['Adventure', 'Drama']",['JosephKosinski'],"['LorenzodiBonaventura', 'MichaelMenchel', 'ErikHowsam', 'MollySmith', 'ThadLuckinbill', 'TrentLuckinbill', 'DawnOstroff', 'JeremySteckler']","['Oct 20', '2017']",18.1M
180,Twenty Two,100,92,,['Documentary'],['KeGuo'],"['KeGuo', 'XiangyongZhang']","['Sep 8', '2017']",46.8K
181,The Zookeeper's Wife,64,76,PG-13,"['Drama', 'History', 'Biography']",['NikiCaro'],"['JeffAbberley', 'JamiePatricof', 'DianeMillerLevin', 'KimZubick']","['Mar 31', '2017']",17.4M
182,Badrinath Ki Dulhania,80,60,,"['Drama', 'Comedy', 'Romance']",['ShashankKhaitan'],"['HirooJohar', 'KaranJohar', 'ApoorvaMehta']","['Mar 10', '2017']",2.0M
183,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,,,,,,,,
184,Love Off the Cuff,100,69,,"['Comedy', 'Romance']","['', 'Ho-CheungPang']","['', 'SubiLiang', 'Ho-CheungPang']",,
185,Fireworks,43,61,,"['Anime', 'Drama', 'Romance']",['AkiyukiShinbo'],['GenkiKawamura'],"['Jul 4', '2018']",522.6K
186,Father Figures,17,25,R,['Comedy'],['LawrenceSher'],"['IvanReitman', 'AliBell', 'BroderickJohnson', 'AndrewA.Kosove']","['Dec 22', '2017']",16.8M
187,Money,94,86,PG-13,['Drama'],['BennettMiller'],"['MichaelDeLuca', 'RachaelHorovitz', 'BradPitt']","['Sep 23', '2011']",75.6M
188,The Death of Stalin,95,78,R,['Comedy'],['ArmandoIannucci'],"['NicolasDuval-Adassovsky', 'KevinLoader', 'LaurentZeitoun', 'YannZenou']","['Mar 9', '2018']",8.0M
189,The 8-Year Engagement,64,51,R,"['Romance', 'Comedy']",['NicholasStoller'],"['JuddApatow', 'NicholasStoller', 'RodneyRothman']","['Apr 27', '2012']",28.6M
190,Jolly LLB 2,69,67,,"['Drama', 'Comedy']",['SubhashKapoor'],,"['Feb 10', '2017']",1.6M
191,I Can Speak,,,,,,,,
192,Wish Upon,19,31,PG-13,"['Mystery&thriller', 'Horror']",['JohnR.Leonetti'],['SherrylClark'],"['Jul 14', '2017']",14.3M
193,Detroit,82,79,R,"['Drama', 'Crime']",['KathrynBigelow'],"['MeganEllison', 'KathrynBigelow', 'MatthewBudman', 'MarkBoal', 'ColinWilson']","['Aug 4', '2017']",16.8M
194,Extraordinary Mission,80,89,,"['Action', 'Mystery&thriller']","['AlanMak', 'AnthonyPun']",,"['Apr 7', '2017']",28.6K
195,The Glass Castle,51,70,PG-13,"['Drama', 'Biography']",['DestinDanielCretton'],"['GilNetter', 'KenKao']","['Aug 11', '2017']",17.2M
196,Leap! 2017 Re-release,,,,,,,,
197,Épouse-moi mon pote,40,12,,,['TarekBoudali'],,,
198,The Prison,100,80,,['Adventure'],['JohnCromwell'],,"['Sep 3', '1937']",
199,One Hundred Thousand Bad Jokes 2,,,,,,,,
