,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
170,Free Solo,97,93,PG-13,['Documentary'],"['ElizabethChaiVasarhelyi', 'JimmyChin']","['ElizabethChaiVasarhelyi', 'JimmyChin', 'EvanHayes', 'ShannonDill']","['Sep 28', '2018']",17.5M
171,Dark Figure of Crime,80,71,,['Mystery&thriller'],['KimTae-gyun'],['ShinYoung-il'],,
172,Pad Man,74,90,PG-13,"['Drama', 'Comedy']",['R.Balki'],['TwinkleKhanna'],"['Feb 9', '2018']",1.7M
173,Mirai,90,80,PG,"['Kids&family', 'Anime', 'Fantasy', 'Adventure']",['MamoruHosoda'],['YuichiroSaito'],"['Nov 29', '2018']",682.2K
174,Default,33,33,,['Mystery&thriller'],['SimónBrand'],,"['Oct 17', '2014']",
175,One Cut of the Dead,100,86,,"['Horror', 'Comedy']",['ShinichiroUeda'],['KojiIchihashi'],"['Sep 13', '2019']",52.4K
176,The Happytime Murders,23,39,R,"['Comedy', 'Mystery&thriller']",['BrianHenson'],"['BrianHenson', 'JeffreyHayes', 'MelissaMcCarthy', 'BenFalcone']","['Aug 24', '2018']",20.7M
177,Midnight Sun,21,55,PG-13,"['Drama', 'Romance']",['ScottSpeer'],"['JenGatien', 'TraceyJeffrey', 'JohnRickard', 'ZackSchiller']","['Mar 23', '2018']",9.6M
178,VIP Policeman,,,,,,,,
179,My Neighbor Totoro 2018 Re-release,,,,,,,,
180,The Faces of My Gene,,,,,,,,
181,Badhaai Ho,92,83,,"['Comedy', 'Drama']",['AmitRavindernathSharma'],"['HemantBhandari', 'VineetJain']",,3.1M
182,Hichki,50,82,,['Drama'],['SiddharthP.Malhotra'],['ManeeshSharma'],"['Mar 23', '2018']",736.6K
183,White Boy Rick,57,51,R,"['Drama', 'Biography', 'Crime']",['YannDemange'],"['JohnLesher', 'JulieYorn', 'ScottFranklin', 'DarrenAronofsky']","['Sep 14', '2018']",24.0M
184,"Paul, Apostle of Christ",46,81,PG-13,['Drama'],['AndrewHyatt'],"['TerenceBerden', 'DavidZelon']","['Mar 23', '2018']",17.5M
185,Champions,,,,"['Drama', 'Comedy', 'Mystery&thriller']",['DavidWike'],"['BenFreedman', 'LisaMuskat']",,
186,Keys To The Heart,,80,,['Drama'],['Sung-HyunChoi'],"['JuSeoung-Hwan', 'YoonJe-kyoon']",,
187,Stan & Ollie,92,83,PG,"['Drama', 'History', 'Biography', 'Comedy']",['JonS.Baird'],['FayeWard'],"['Jan 25', '2019']",5.5M
188,The Witch: Part 1 - The Subversion,,,,,,,,
189,The Accidental Detective 2: In Action,,73,,"['Comedy', 'Mystery&thriller']",['LeeEonhui'],['JeongJonghun'],"['Jun 22', '2018']",174.7K
190,Killing for the Prosecution,,67,,,['MasatoHarada'],,,
191,Pokémon the Movie: The Power of Us,71,66,,"['Fantasy', 'Anime', 'Action', 'Adventure']",['TetsuoYajima'],['DinaHawana'],,
192,The Guernsey Literary and Potato Peel Pie Society,81,80,,"['Drama', 'Romance']",['MikeNewell'],"['GrahamBroadbent', 'PeterCzernin', 'MitchellKaplan', 'PaulaMazur']",,
193,The Crimes That Bind,,,,,,,,
194,New Happy Dad and Son 3: Adventure in Russia,,,,,,,,
195,Padmaavat,56,63,,"['Drama', 'History', 'Romance', 'War']",['SanjayLeelaBhansali'],,"['Jan 25', '2018']",12.0M
196,Won't You Be My Neighbor?,97,94,PG-13,['Documentary'],['MorganNeville'],"['CarynCapotosto', 'NicholasMa']","['Jun 29', '2018']",22.6M
197,Europe Raiders,,10,,['Drama'],['JingleMa'],"['JackyYeeWahPang', 'Kar-WaiWong']",,
198,Mojin: The Worm Valley,,40,,"['Fantasy', 'Action', 'Adventure']",['XingFei'],,"['Jan 4', '2019']",85.1K
199,Stree,,,,,,,,
