,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
180,Warrior,84,92,PG-13,"['Drama', 'Action']","[""GavinO'Connor""]","[""GavinO'Connor"", ""GregO'Connor""]","['Sep 9', '2011']",13.7M
181,Hoodwinked 2: Hood vs. Evil,11,35,PG,"['Kids&family', 'Animation', 'Comedy']","[""MichaelD'Isa-Hogan""]","['MauriceKanbar', 'DavidLovegren']","['Apr 29', '2011']",10.1M
182,Young Adult,80,49,R,"['Drama', 'Romance', 'Comedy']",['JasonReitman'],"['LianneHalfon', 'RussellSmith', 'DiabloCody', 'MasonNovick', 'JasonReitman']","['Dec 16', '2011']",16.3M
183,Andalucia: Revenge of the Goddess,,,,,,,,
184,A Separation,99,92,PG-13,['Drama'],['AsgharFarhadi'],['AsgharFarhadi'],"['Dec 30', '2011']",331.7K
185,Qualunquemente,,40,,,['GiulioManfredonia'],,,
186,Friends: Naki on the Monster Island,,83,,"['Fantasy', 'Animation', 'Kids&family']","['TakashiYamazaki', 'RyûichiYagi']",,,
187,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,,,,,,,,
188,Gooische vrouwen,,,,,,,,
189,The Immature,,49,,['Comedy'],['PaoloGenovese'],['MarcoGiannoni'],,
190,Pleasant Goat and Big Big Wolf 3,,,,,,,,
191,Quick,,19,R,['Mystery&thriller'],['JohnMackenzie'],"['RandyLippert', 'BernardMazauric', 'JimReeve']",,
192,K-On! The Movie,,,,,,,,
193,Red Dog,,87,,['Documentary'],['CaseyPinkston'],"['LukeDick', 'CaseyPinkston']",,
194,Vicky and the Treasure of the Gods,,19,,"['Kids&family', 'Comedy', 'Adventure']",['ChristianDitter'],,,
195,The Front Line,69,78,,"['Drama', 'War']",['JangHoon'],,,
196,Polisse,87,78,,"['Drama', 'Crime']",['Maïwenn'],['AlainAttal'],"['May 18', '2012']",171.3K
197,Hollywoo,68,48,R,"['Drama', 'Crime', 'Mystery&thriller']",['AllenCoulter'],['GlennWilliamson'],"['Sep 8', '2006']",14.4M
198,Scabbard Samurai,,63,,['Comedy'],['HitoshiMatsumoto'],['AkihikoOkamoto'],,
199,Kaiji 2: The Ultimate Gambler,,,,,,,,
