,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
175,Project Almanac,37,45,PG-13,"['Sci-fi', 'Mystery&thriller']",['DeanIsraelite'],"['MichaelBay', 'AndrewForm', 'BradFuller']","['Jan 30', '2015']",22.3M
176,Dilwale,20,46,,"['Romance', 'Drama']",['RohitShetty'],['GauriKhan'],"['Dec 18', '2015']",4.8M
177,Suffragette,73,68,PG-13,"['Drama', 'History', 'Biography']",['SarahGavron'],"['AlisonOwen', 'FayeWard']","['Nov 13', '2015']",4.7M
178,Self/less,,,R,['Mystery&thriller'],['JacobPander'],"['ArnoldPander', 'JohnPearson-Denning']",,
179,Saving Mr. Wu,100,67,,"['Drama', 'Mystery&thriller', 'Crime']",['ShengDing'],,"['Oct 2', '2015']",92.7K
180,Attack on Titan Part 1,47,34,,"['Fantasy', 'Action', 'Adventure']",['ShinjiHiguchi'],"['YujiIshida', 'GenkiKawamura']",,
181,A Man Called Ove,,,,,,,,
182,Far from the Madding Crowd,43,,,"['Drama', 'Romance']",['LaurenceTrimble'],['LaurenceTrimble'],,
183,Mr. Holmes,88,70,PG,"['Drama', 'Mystery&thriller']",['BillCondon'],"['AnneCarey', 'IainCanning', 'EmileSherman']","['Jul 24', '2015']",17.7M
184,Love & Mercy,89,85,PG-13,"['Drama', 'Biography']",['BillPohlad'],"['BillPohlad', 'ClaireRudnickPolstein', 'JohnWells']","['Jun 5', '2015']",12.5M
185,Flying Colors,,,,,,,,
186,Triumph in the Skies,,21,,['Drama'],"['MattChow', 'WilsonYip']","['TommyGa-shuLeung', 'JacksonPat']",,
187,The 33,48,59,PG-13,['Drama'],['PatriciaRiggen'],"['MikeMedavoy', 'EdwardMcGurn', 'RobertKatz']","['Nov 13', '2015']",12.0M
188,Bride Wars,11,51,PG,['Comedy'],['GaryWinick'],"['JulieYorn', 'KateHudson', 'AlanRiche']","['Jan 9', '2009']",58.7M
189,Irrational Man,46,46,R,['Comedy'],['WoodyAllen'],"['LettyAronson', 'StephenTenenbaum', 'EdwardWalson']","['Jul 17', '2015']",4.0M
190,Detective K: Secret of the Lost Island,,,,,,,,
191,To the Fore,,56,,['Drama'],['DanteLam'],"['Nga-BokLei', 'CandyLeung']","['Aug 7', '2015']",
192,American Ultra,44,45,R,"['Comedy', 'Action']",['NimaNourizadeh'],"['AnthonyBregman', 'KevinScottFrakes', 'RajBrinderSingh', 'DavidAlpert', 'BrittonRizzio']","['Aug 21', '2015']",14.4M
193,Orange,,,,,,,,
194,Aloha,20,28,PG-13,"['Romance', 'Comedy']",['CameronCrowe'],"['ScottRudin', 'CameronCrowe']","['May 29', '2015']",
195,Huevos: Little Rooster's Egg-cellent Adventure,,56,PG,"['Kids&family', 'Animation', 'Comedy', 'Adventure']","['GabrielRivaPalacioAlatriste', 'RodolfoRivaPalacioAlatriste']","['IgnacioMartínezCasares', 'GabrielRivaPalacioAlatriste', 'RodolfoRivaPalacioAlatriste']",,
196,Dügün Dernek 2: Sünnet,,,,,,,,
197,Look Who's Back,,80,,['Comedy'],['DavidWnendt'],"['LarsDittrich', 'ChristophMüller']",,
198,Serial Teachers 2,,,,,,,,
199,Wild City,50,35,,"['Action', 'Mystery&thriller']",['RingoLam'],"['RingoLam', 'JingChrisLiu']","['Jul 31', '2015']",
