,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic
1941,Tokyo Revengers,0,32.485,7.1,1091,120,"Action,Crime,Drama",,,,0,,,15.264,15.264,10.951400000000001,39687069,
1942,Nomadland,5000000,30.204,7.3,148748,107,Drama,93.0,82.0,R,2/19/2021,115.0,39.75,4.82,6.2014,6.707800000000001,39458207,3700000.0
1943,Resident Evil: Welcome to Raccoon City,40000000,993.108,5.2,40486,107,"Action,Horror,Sci-Fi",31.0,65.0,R,11/24/2021,50.0,34.5,8.266,2.309666667,24.5268,38600612,17000612.0
1944,King Richard,50000000,220.681,7.5,78130,144,"Biography,Drama,Sport",90.0,98.0,PG-13,11/19/2021,57.0,41.125,2.744,11.92433333,13.359399999999999,38061180,15125174.0
1945,Nightmare Alley,60000000,907.41,7.1,104043,150,"Crime,Drama,Thriller",80.0,68.0,R,12/17/2021,75.0,42.875,10.019,14.10633333,24.0888,38009220,11338107.0
1946,The Yinyang Master,0,12.688,6.4,2555,113,"Action,Adventure,Drama",,,,0,,,15.264,15.264,9.6928,37690000,
1947,Rurouni Kenshin: Final Chapter Part I - The Final,0,156.46,7.2,8210,138,"Action,Drama",,85.0,,0,,,7.441,1.551,11.368599999999999,36964978,
1948,The Door Lock,0,1.448,4.7,73,105,"Crime,Drama,Thriller",,,,0,,,15.264,15.264,3.5361999999999996,36100000,
1949,I Fell in Love Like a Flower Bouquet,0,9.465,7.3,1605,124,"Drama,Romance",,,,0,,,15.264,15.264,12.700599999999998,34975905,
1950,Malignant,40000000,153.256,6.3,79209,111,"Crime,Horror,Mystery",76.0,52.0,R,9/10/2021,60.0,35.125,13.692,7.1955,14.3506,33991791,13391791.0
1951,Big Red Envelope,0,0.949,4.7,38,122,\N,,,,0,,,15.264,15.264,4.461600000000001,32800000,
1952,Masquerade Night,0,4.114,6.4,272,129,"Crime,Drama,Mystery",,,,0,,,15.264,15.264,6.6209999999999996,32287400,
1953,Once Upon a Time in Hong Kong,0,2.386,5.5,151,105,"Action,Crime,History",,,,0,,,15.264,15.264,10.5212,32218874,
1954,Respect,0,51.148,6.5,11397,145,"Biography,Drama,Music",68.0,95.0,PG-13,8/13/2021,44.0,60.5,1.176,1.4035,7.6502,32104126,24278399.0
1955,The Unholy,10000000,383.885,5.1,18805,99,"Drama,Horror,Mystery",26.0,56.0,PG-13,4/2/2021,54.0,33.5,8.701,7.981333333,14.426400000000001,30832137,15532137.0
1956,The Last Duel,100000000,401.282,7.4,132489,152,"Action,Drama,History",85.0,81.0,R,10/15/2021,64.0,41.5,10.645,5.904,21.130599999999998,30552111,10853945.0
1957,Licorice Pizza,40000000,55.235,7.4,70675,133,"Comedy,Drama,Romance",90.0,65.0,R,11/26/2021,79.0,43.125,6.707,3.763666667,15.091399999999998,30530197,17265644.0
1958,The Little Things,30000000,92.508,6.3,92302,128,"Crime,Drama,Mystery",44.0,67.0,R,1/29/2021,55.0,39.0,7.841,4.809,28.5156,29942746,15342746.0
1959,Escape from Mogadishu,0,18.357,7.1,3957,121,"Action,Drama,Thriller",95.0,87.0,,8/6/2021,182.0,59.625,4.815,11.35,5.244400000000001,29861163,346271.0
1960,The Last Warrior: Root of Evil,8400000,552.573,6.0,926,121,"Adventure,Comedy,Family",,,,0,,,15.264,15.264,5.9458,28357398,
1961,The Last Warrior: A Messenger of Darkness,0,13.067,5.4,323,108,"Adventure,Fantasy",,,,0,,,15.264,15.264,5.9458,27052365,
1962,American Underdog,0,134.656,7.2,8781,112,"Biography,Drama,Sport",75.0,98.0,PG,12/25/2021,63.0,53.25,0.0,1.7976,9.778,26514814,26514814.0
1963,Chaos Walking,125000000,122.987,5.7,42705,109,"Action,Adventure,Fantasy",22.0,71.0,PG-13,3/5/2021,61.0,40.125,2.882,1.92925,42.485400000000006,26943020,13287908.0
1964,The Courier,0,124.652,7.2,52875,112,"Drama,History,Thriller",85.0,95.0,PG-13,3/19/2021,77.0,48.25,2.37,1.70525,17.8048,26001227,6613432.0
1965,Those Who Wish Me Dead,20000000,95.707,6.0,56206,100,"Action,Crime,Drama",62.0,86.0,R,5/14/2021,76.0,31.125,31.738,9.4248,18.4454,23468586,7407200.0
1966,The Marksman,23000000,240.699,5.6,30162,108,"Action,Adventure,Drama",39.0,83.0,PG-13,1/15/2021,53.0,41.0,4.987,5.3816,20.921799999999998,23076711,15566093.0
1967,Last Night in Soho,43000000,181.666,7.1,97145,116,"Drama,Horror,Mystery",76.0,90.0,R,10/29/2021,68.0,39.0,31.091,8.5366,17.501,22957625,10127625.0
1968,The Day We Lit Up the Sky,0,0.724,3.5,39,108,"Comedy,Music",,,,0,,,15.264,15.264,2.8936,22500000,
1969,Spencer,18000000,56.166,6.7,52944,117,"Biography,Drama",83.0,52.0,R,11/5/2021,73.0,85.875,4.088,1.8945,16.242800000000003,22249509,7086632.0
1970,Kaamelott: First Installment,17516235,12.672,6.3,3065,120,"Adventure,Comedy,Fantasy",,,,7/23/2021,198.0,,15.264,15.264,2.2776,21965451,188000.0
1971,After We Fell,14000000,481.913,4.8,11749,98,"Drama,Romance",0.0,33.0,R,9/10/2021,106.0,69.25,3.815,3.075,12.9208,21584600,2170750.0
1972,Wish Dragon,0,228.879,7.2,24165,98,"Adventure,Animation,Comedy",68.0,79.0,PG,0,,,4.27,15.57766667,9.626000000000001,25860000,
1973,Stillwater,20000000,59.461,6.6,35672,139,"Crime,Drama,Thriller",74.0,72.0,R,7/30/2021,58.0,46.75,8.539,4.81575,11.690599999999998,19697881,14465535.0
1974,Les Tuche 4,0,27.835,4.3,143,101,Comedy,,,,0,,,15.264,15.264,8.2416,19259766,
1975,Dear Evan Hansen,27500000,56.418,6.1,10975,137,"Drama,Musical",29.0,88.0,PG-13,9/24/2021,56.0,45.25,9.003,2.169,14.488999999999999,19046191,15002646.0
1976,Parallel Mothers,0,65.717,7.1,21085,123,Drama,96.0,79.0,R,12/24/2022,38.0,,6.799,2.3205,10.4956,19003217,2230895.0
1977,The Green Knight,15000000,39.157,6.6,87094,130,"Adventure,Drama,Fantasy",89.0,50.0,R,7/30/2021,49.0,38.125,6.917,1.9,12.692599999999999,18888418,17173321.0
1978,Antlers,0,431.437,5.9,30427,99,"Drama,Horror,Mystery",60.0,68.0,R,10/29/2021,65.0,42.25,9.999,6.576,13.0036,18867659,10619670.0
1979,Sinkhole,0,441.784,6.2,1318,117,"Action,Comedy,Drama",,,,0,,,15.264,15.264,9.4128,18804231,
1980,Mobile Suit Gundam: Hathaway,0,412.613,6.6,1294,95,"Action,Animation,Drama",83.0,74.0,,0,,,4.812,0.0,13.009,18731309,
1981,The Stronghold,14479740,194.557,6.9,9066,105,"Action,Crime,Thriller",,,,0,,,1.159,1.0975,4.5426,18066143,
1982,Bo Gia,128,1.343,6.5,803,128,"Comedy,Drama,Family",,,,5/28/2021,169.0,64.75,15.264,15.264,1.0303999999999998,17480489,350000.0
1983,The Dry,0,15.558,6.9,22255,117,"Crime,Drama,Mystery",90.0,89.0,R,5/21/2021,168.0,94.125,1.527,4.5766,8.109,17392594,364237.0
1984,Gintama: The Final,0,7.749,8.7,2044,104,"Action,Animation,Comedy",,,,0,,,15.264,15.264,10.6914,17252960,
1985,Railway Heroes,0,3.361,5.8,176,124,"Drama,History,War",,100.0,,11/25/2021,,,15.264,1.552333333,4.882,17223542,
1986,The Wolf and the Lion,11900000,40.472,6.0,1046,99,Family,26.0,90.0,PG,2/4/2022,39.0,21.0,6.345,3.038625,6.524799999999999,16296147,1997042.0
1987,Upon the Magic Roads,8020000,23.372,5.8,807,111,"Adventure,Fantasy",,,,0,,,15.264,15.264,4.5842,15990882,
1988,Reminiscence,68000000,43.019,5.8,49379,116,"Mystery,Romance,Sci-Fi",36.0,37.0,PG-13,8/20/2021,88.0,25.5,6.79,6.502,24.3434,18717947,3900193.0
1989,Your Turn to Kill,0,3.007,4.6,18,142,"Drama,Mystery",,,,0,,,15.264,15.264,8.9514,15476242,
1990,The Night House,0,39.195,6.5,38018,107,"Horror,Mystery,Thriller",87.0,69.0,R,8/20/2021,72.0,32.25,4.032,3.379666667,13.853799999999998,15437703,7100581.0
1991,Minari,2000000,25.301,7.5,73380,115,Drama,98.0,87.0,PG-13,2/12/2021,94.0,65.375,4.063,2.812,13.686000000000002,15322552,3110580.0
1992,Something About Love,0,1.02,6.2,67,93,Drama,,,,0,,,15.264,15.264,,15204017,
1993,Anita,0,10.914,5.1,1593,95,Drama,67.0,,,11/12/2021,147.0,90.5,0.0,15.264,5.5447999999999995,15026604,556632.0
1994,The Tomorrow War,200000000,401.38,6.6,193011,138,"Action,Adventure,Drama",52.0,76.0,PG-13,0,,,4.984,4.51,20.2394,14400000,
1995,"And, the Baton Was Passed",0,2.105,7.2,28,137,Drama,,,,0,,,15.264,15.264,9.8516,14368469,
1996,Cry Macho,33000000,41.562,5.7,23346,104,Drama,58.0,64.0,PG-13,9/17/2021,66.0,32.5,31.857,9.99525,13.5564,14340402,10310734.0
1997,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,0,5.569,7.5,154,104,"Animation,Mystery",,,,0,,,15.264,15.264,3.809,14059824,
1998,Sword Art Online: Progressive - Aria of a Starless Night,0,57.479,7.3,723,97,"Action,Adventure,Animation",,95.0,,12/3/2021,124.0,,15.264,15.264,13.195000000000002,14027926,1050000.0
1999,Christmas with the Chosen: The Messengers,0,3.964,7.5,664,123,Music,,96.0,,12/1/2021,59.0,42.625,0.0,15.264,0.6108,13728000,13728000.0
2000,OSS 117: From Africa with Love,20400000,14.526,5.9,3435,117,"Action,Comedy",,,,0,,,15.264,15.264,7.600800000000001,13450000,
2001,Hostage: Missing Celebrity,0,3.924,6.2,617,94,Action,,,,0,,,15.264,15.264,6.912000000000001,13125970,
2002,Eiffel,26000000,23.207,6.2,2730,108,"Biography,Drama,History",80.0,,,4/15/2022,,,3.084,0.0,12.2876,13082620,
2003,Vakeel Saab,2000000,3.447,8.0,11572,153,"Action,Crime,Drama",,83.0,,0,,,0.6,1.16,4.575200000000001,13056490,
2004,Monkey King Reborn,20000000,22.003,6.1,332,95,"Action,Animation,Fantasy",,80.0,,0,,,1.781,3.1735,1.7366,13002635,
2005,School of Magical Animals,11700000,7.048,5.6,185,93,"Adventure,Family",,,,0,,,15.264,15.264,1.4163999999999999,12949263,
2006,The Bodin's in the Land of Smile,8102011,4.93,5.4,73,98,Comedy,,,,0,,,15.264,15.264,1.068,12872253,
2007,The Many Saints of Newark,0,136.09,6.3,47365,120,"Crime,Drama",71.0,59.0,R,10/1/2021,70.0,29.0,6.109,4.186333333,8.4216,12737403,8237403.0
2008,The Fable: The Killer Who Doesn't Kill,0,4.596,6.8,1191,133,"Action,Comedy,Mystery",,,,0,,,15.264,15.264,7.7936000000000005,11325545,
2009,What Did You Eat Yesterday?,0,0.794,8.4,72,120,Romance,,,,0,,,15.264,15.264,6.4438,11320893,
2010,Aline,0,10.614,6.4,1337,128,"Biography,Comedy,Drama",59.0,90.0,PG-13,11/26/2021,144.0,80.25,2.919,1.682,1.4533999999999998,11088435,607041.0
2011,Kaiserschmarrndrama,0,3.801,7.1,618,96,"Comedy,Crime",,,,0,,,15.264,15.264,2.8520000000000003,10357720,
2012,"Caution, Hazardous Wife: The Movie",0,2.521,5.7,223,119,Adventure,,,,0,,,15.264,15.264,8.529,10356359,
2013,Realm of Terracotta,0,0.6,7.0,83,111,"Adventure,Animation,Fantasy",,,,0,,,15.264,15.264,,10341512,
2014,Detective Conan: The Scarlet Alibi,0,7.295,6.3,190,93,"Animation,Crime,Mystery",,,,0,,,15.264,15.264,7.083,10308627,
2015,Black Box,0,54.384,6.2,13687,100,"Horror,Mystery,Sci-Fi",,,,4/29/2022,,,4.153,0.652,4.262,9604737,
2016,¡A todo tren! Destino Asturias,5308245,73.669,5.2,601,90,Comedy,,,,0,,,15.264,15.264,2.5832,9544171,
2017,Baragaki: Unbroken Samurai,0,3.528,5.4,80,148,Drama,,,,0,,,15.264,15.264,8.8,9481437,
2018,Ainbo,0,244.145,4.8,1466,84,"Adventure,Animation,Comedy",,,,0,,,15.264,15.264,2.723,9382572,
2019,All About My Mother,8272296,17.386,7.8,95174,101,Drama,98.0,93.0,R,11/24/1999,,,6.799,2.681,8.8252,67872296,
2020,The Eleventh Chapter,200000,1.342,6.8,383,115,"Comedy,Drama",,,,0,,,15.264,15.264,7.325,8845525,
2021,The Vault,0,246.329,6.4,22118,118,"Action,Adventure,Thriller",60.0,53.0,R,3/26/2021,,,7.13,7.8632,14.429399999999998,8808878,
2022,Kaguya-sama: Love Is War,0,38.684,5.6,357,113,"Comedy,Drama,Romance",,,,0,,,15.264,15.264,5.263800000000001,8794981,
2023,Honey Lemon Soda,0,1.649,6.8,64,111,"Comedy,Drama,Romance",,,,0,,,15.264,15.264,5.0405999999999995,8441488,
2024,The Protégé,0,176.378,6.1,26900,109,"Action,Thriller",61.0,82.0,R,8/20/2021,71.0,21.125,5.754,2.5528,21.4206,8282208,7446823.0
2025,I Don't Have Any Money Left in My Retirement Account,0,2.406,8.2,11,115,Family,,,,0,,,15.264,15.264,5.533399999999999,8204616,
2026,White Snake 2: Green Snake,0,20.231,6.8,2088,131,"Action,Adventure,Animation",,,,0,,,15.264,15.264,2.1004,87212911,
2027,Lost Illusions,0,0.665,5.7,15,\N,"Romance,Short",75.0,,,6/10/2022,,,2.664,15.264,,8012246,
2028,Hard Hit,0,6.489,6.2,1078,94,"Drama,Thriller",100.0,75.0,,0,,,2.486,15.264,9.3408,7633895,
2029,Little Canned Men,0,1.4,5.8,18,94,"Comedy,Fantasy",,,,0,,,15.264,15.264,,7600000,
2030,Pushpa: The Rise - Part 1,0,18.068,8.0,54694,179,"Action,Adventure,Crime",,,,12/17/2021,117.0,12.5,15.264,15.264,4.1781999999999995,7592374,1320000.0
2031,The Mauritanian,0,21.999,7.4,47789,129,"Biography,Drama,Thriller",75.0,83.0,R,2/12/2021,135.0,49.75,3.906,5.596222222,22.2494,7527030,836536.0
2032,The Ice Road,0,75.864,5.6,35641,109,"Action,Adventure,Thriller",43.0,31.0,PG-13,0,,,7.722,2.121833333,19.1834,7502846,
2033,'83,36786988,7.902,7.4,28834,162,"Biography,Drama,History",79.0,96.0,,12/23/2021,,,2.102,2.4915,3.5102,25452983,
2034,Signal: The Movie,0,4.673,6.0,76,122,Action,,,,0,,,15.264,15.264,6.456999999999999,7344186,
2035,Couple from the Future,0,3.213,6.3,455,104,"Comedy,Drama,Romance",,,,0,,,15.264,15.264,3.3657999999999992,7160729,
2036,Sooryavanshi,13000000,355.008,6.6,74748,145,"Action,Crime,Thriller",30.0,83.0,,11/5/2021,90.0,18.25,3.007,1.4938,4.7916,37700000,3547776.0
2037,Extinct,0,159.946,5.4,2275,84,"Adventure,Animation,Comedy",43.0,39.0,,0,,,17.149,3.233166667,10.7238,6926445,
2038,The Batman,185000000,2907.787,8.3,308489,176,"Action,Crime,Drama",86.0,87.0,PG-13,3/4/2022,1.0,43.625,20.631,15.3835,39.425799999999995,738000000,341300421.0
2039,Water Gate Bridge,0,4.078,4.9,311,153,"Action,Drama,History",,,,2/11/2022,70.0,66.625,15.264,15.264,9.985,480203271,117294.0
2040,Uncharted,120000000,767.205,6.7,60587,116,"Action,Adventure",40.0,90.0,PG-13,2/18/2022,3.0,48.5,16.871,4.58325,44.3466,378000000,136322735.0
2041,Too Cool to Kill,0,3.581,6.1,226,109,Comedy,,100.0,,2/18/2022,66.0,43.25,15.264,15.264,2.3672,217255728,185882.0
2042,Scream,24000000,1038.375,6.5,78085,114,"Horror,Mystery,Thriller",76.0,81.0,R,1/14/2022,5.0,41.5,0.0,7.449,31.3342,139813281,81641405.0
2043,Death on the Nile,90000000,839.557,6.4,57559,127,"Crime,Drama,Mystery",63.0,82.0,PG-13,2/11/2022,8.0,41.375,27.071,10.44425,31.285800000000002,131831841,45266621.0
2044,Jackass Forever,10000000,1098.972,7.1,24649,96,"Action,Comedy,Documentary",86.0,91.0,R,2/4/2022,7.0,36.875,8.161,17.57766667,9.744600000000002,79000000,57743451.0
2045,Dog,20000000,127.847,6.5,13801,101,Comedy,76.0,89.0,PG-13,2/18/2022,6.0,87.125,0.0,15.142,13.578799999999998,68000000,59179382.0
2046,Marry Me,23000000,526.595,6.1,19232,112,"Comedy,Music,Romance",60.0,92.0,PG-13,2/11/2022,10.0,42.0,3.188,5.97075,15.871599999999997,49050410,22438180.0
2047,Moonfall,146000000,5092.42,5.2,26296,130,"Action,Adventure,Sci-Fi",38.0,70.0,PG-13,2/4/2022,13.0,39.875,7.582,4.9865,15.792000000000002,39146894,19060660.0
2048,The 355,75000000,664.401,5.3,19441,122,"Action,Thriller",24.0,86.0,PG-13,1/7/2022,15.0,41.0,11.873,10.885,19.0796,27401205,14570455.0
2049,The Kashmir Files,0,7.64,8.3,539838,170,"Drama,History,Thriller",,95.0,,3/18/2022,45.0,69.875,1.646,1.0165,3.0758,24242170,1485000.0
2050,Radhe Shyam,0,6.945,6.7,24074,138,"Drama,Romance",22.0,55.0,,3/11/2022,42.0,19.25,15.264,15.264,3.3085999999999998,15956283,1860000.0
2051,Bheemla Nayak,0,3.105,7.5,7472,130,"Action,Drama,Thriller",,,,0,,,15.264,15.264,3.4985999999999997,15021965,
2052,Super-héros malgré lui,0,15.374,6.2,381,82,"Action,Comedy",,,,0,,,15.264,15.264,4.5192000000000005,14280614,
2053,Blacklight,43000000,2217.388,4.7,8861,104,"Action,Thriller",8.0,82.0,PG-13,2/11/2022,21.0,37.375,6.968,2.359,13.559000000000001,14072601,9591094.0
2054,Maison de retraite,0,4.328,5.7,101,97,Comedy,,,,0,,,15.264,15.264,7.505799999999999,13782342,
2055,Valimai,0,4.165,7.2,14941,178,"Action,Crime,Thriller",,,,0,,,0.6,15.264,2.8850000000000002,13276393,
2056,Wunderschön,0,3.233,7.4,471,132,"Comedy,Drama,Romance",,,,0,,,15.264,15.264,6.2010000000000005,12626169,
2057,The Pirates: The Last Royal Treasure,19597380,261.826,6.1,2465,126,"Action,Adventure,Comedy",60.0,62.0,,0,,,0.6,1.38,13.741200000000001,10266142,
2058,Redeeming Love,0,25.974,6.7,4289,134,"Drama,History,Romance",12.0,95.0,PG-13,1/21/2022,23.0,35.5,5.081,1.517,17.9262,9436988,9214020.0
2059,Turning Red,190000000,6227.746,7.1,67171,100,"Adventure,Animation,Comedy",94.0,73.0,PG,0,,,5.719,9.804,8.3886,13428061,
2060,The Bad Guys,0,708.384,7.0,1474,100,"Adventure,Animation,Comedy",88.0,,PG,4/22/2022,,,2.848,0.937,18.342000000000002,8438000,
2061,Cyrano,20000000,46.75,6.3,6794,123,"Drama,Musical,Romance",86.0,86.0,PG-13,2/25/2022,31.0,57.375,9.492,3.298333333,15.250199999999998,6089666,3849448.0
2062,The Policeman's Lineage,0,7.894,6.1,306,119,"Crime,Drama",,,,0,,,15.264,15.264,8.852599999999999,5869939,
2063,Adieu Monsieur Haffmann,0,9.365,6.7,314,115,Drama,,,,0,,,15.264,15.264,3.6827999999999994,5781484,
2064,The Duke,11000000,9.438,6.9,3551,96,"Biography,Comedy,Drama",96.0,,R,4/22/2022,,,1.846,1.38,12.383,5652619,
2065,Chickenhare and the Hamster of Darkness,0,8.035,7.4,91,91,"Adventure,Animation,Comedy",,,,0,,,15.264,15.264,,4967154,
2066,The Cursed,0,27.372,6.3,4537,111,"Fantasy,Horror,Mystery",16.0,30.0,PG-13,2/18/2022,28.0,53.125,7.502,7.5545,15.895199999999999,4588389,4588389.0
2067,Waiting for Bojangles,0,7.175,6.9,401,124,Drama,,,,0,,,15.264,15.264,7.0784,4457845,
2068,Ambulance,40000000,273.309,6.4,6716,136,"Action,Crime,Drama",68.0,87.0,R,4/8/2022,,,16.464,8.7266,15.526399999999999,31000000,
2069,Bheeshma Parvam,0,4.644,8.4,8621,144,"Drama,Thriller",,,,0,,,15.264,15.264,3.4938000000000002,4068477,
2070,Maigret,7007340,5.639,5.9,262,89,Crime,,,,0,,,4.405,1.7985,4.6878,3974524,
2071,Koniec swiata czyli Kogel Mogel 4,0,1.391,3.4,128,96,Comedy,,,,0,,,15.264,15.264,2.6146000000000003,3957350,
2072,Special Delivery,0,3.462,5.4,336,88,Comedy,,23.0,PG,0,,,4.727,15.264,8.090599999999998,3536617,
2073,Between Two Worlds,0,5.473,7.1,2067,112,"Action,Adventure,Drama",,,,0,,,1.4,2.433,5.1732,3317253,
2074,Etharkkum Thunindhavan,0,6.087,8.4,6992,151,"Action,Drama,Thriller",,,,0,,,15.264,15.264,3.8493999999999993,3264667,
2075,Gangubai Kathiawadi,0,15.273,7.0,38061,152,"Biography,Crime,Drama",91.0,97.0,,3/4/2022,55.0,61.25,1.367,0.9835,2.6716,3192000,592000.0
2076,Studio 666,0,28.001,5.8,4259,106,"Comedy,Horror,Music",56.0,80.0,R,2/25/2022,36.0,33.0,2.144,0.994,2.2534,3000776,2513963.0
2077,Permis de construire,0,2.671,5.6,36,93,Comedy,,,,0,,,15.264,15.264,3.0954,2717103,
2078,Chuyen Ma Gan Nhà,0,0.703,4.7,37,108,"Horror,Thriller",,,,0,,,15.264,15.264,0.808,2569119,
2079,¡Qué Despadre!,0,136.591,6.7,63,99,Comedy,,,,0,,,15.264,15.264,4.2606,2486337,
2080,The Glance of Music,0,11.212,8.7,646,150,"Biography,Documentary,Music",,,,0,,,15.264,15.264,17.538999999999998,2427186,
2081,The Beatles: Get Back - The Rooftop Concert,0,9.299,9.0,807,65,"Documentary,Music",100.0,95.0,PG-13,1/30/2022,51.0,,14.177,5.318,4.9434,2176712,976712.0
2082,Around the World in 80 Days,110000000,27.786,5.8,89085,120,"Action,Adventure,Comedy",,,,0,,,15.264,15.264,14.0014,72178895,
2083,The Exorcism of God,1500000,399.486,5.6,1582,98,"Drama,Horror",58.0,,R,3/11/2022,,,2.286,1.0215,4.7792,2064669,
2084,Fireheart,0,32.107,6.2,711,92,"Adventure,Animation,Comedy",,8.0,R,0,,,0.6,15.264,18.507600000000004,2036108,
2085,Bergen,0,5.299,7.2,1806,145,"Biography,Drama,Music",,,,0,,,15.264,15.264,5.6266,2024204,
2086,The Grandmother,0,2059.042,6.1,1194,100,Horror,,57.0,,0,,,2.902,1.646,2.2041999999999997,1953729,
2087,In Our Prime,0,11.059,6.4,12,117,Drama,,,,0,,,15.264,15.264,9.3214,1933361,
2088,The King's Daughter,0,172.511,5.1,2689,90,"Action,Adventure,Family",18.0,80.0,PG,1/21/2022,43.0,55.0,7.761,2.67475,27.3014,1758963,1758963.0
2089,Hridayam,0,2.301,8.5,8724,172,"Drama,Musical,Romance",,,,0,,,15.264,15.264,3.4666000000000006,1740483,
2090,"Love, Sex & Pandemic",0,1.243,2.5,79,114,"Drama,Romance",,,,0,,,15.264,15.264,3.0007999999999995,1712634,
2091,The Outfit,0,397.145,7.5,1886,105,"Crime,Drama",84.0,92.0,R,3/18/2022,33.0,46.875,2.485,6.026333333,14.877600000000001,3186865,3088865.0
2092,Aaraattu,0,2.591,5.3,6084,167,"Action,Drama",,,,0,,,15.264,15.264,3.9634,1648155,
2093,Heart of Oak,0,2.061,7.6,62,80,Documentary,,,,0,,,0.0,15.264,,1613736,
2094,Gierek,0,5.78,4.3,142,140,"Biography,Drama",,,,0,,,15.264,15.264,3.8424,1531831,
2095,Mister Knockout,0,8.197,5.2,23,117,"Drama,Sport",,,,0,,,15.264,15.264,6.450399999999999,1523880,
2096,V lete ti poviem,0,1.4,6.0,10,\N,Comedy,,,,0,,,15.264,15.264,1.7152,1458597,
2097,Love Is Better Than Life,0,1.925,4.9,52,115,Drama,,,,0,,,15.264,15.264,4.6718,1410719,
2098,Swingers,200000,14.914,7.2,81509,96,"Comedy,Drama",,,,1/27/2022,,,0.0,1.472,12.817000000000002,4505922,
2099,A Radiant Girl,0,2.754,6.1,121,98,"Drama,History",,,,0,,,15.264,15.264,3.0078,1154112,
2100,Desperate for Marriage,0,1.786,6.2,29,110,"Comedy,Drama,Romance",,,,0,,,15.264,15.264,5.9774,1139810,
2101,Badhaai Do,0,8.625,7.3,13742,147,Comedy,93.0,83.0,,2/11/2022,,,0.6,0.6,1.4891999999999999,1138046,
2102,Odinnadtsat molchalivykh muzhchin,0,1.438,4.5,52,121,"Drama,Sport",,,,0,,,15.264,15.264,3.7914000000000003,1040803,
2103,The Butcher's Daughter,0,1.4,6.8,38,24,"Drama,Short",,,,0,,,15.264,15.264,,1033162,
2104,Veerame Vaagai Soodum,0,1.721,7.1,2233,166,"Action,Thriller",,,,0,,,15.264,15.264,3.1358,1024908,
2105,Umma,0,51.761,5.1,698,83,Horror,27.0,51.0,PG-13,3/18/2022,41.0,39.875,2.907,5.578,13.682999999999998,1700000,1940772.0
2106,Aaja Mexico Challiye,0,3.081,7.7,276,125,"Drama,Thriller",,,,0,,,15.264,15.264,,976316,
2107,The Tiger Rising,0,7.013,4.5,329,102,Family,17.0,73.0,PG,1/21/2022,53.0,21.375,0.656,0.6,9.365200000000002,882128,835162.0
2108,Krime Story,0,2.111,3.9,47,117,Drama,,,,0,,,15.264,15.264,2.7590000000000003,845412,
2109,Alors on danse,8300000,2.04,5.0,20,105,"Comedy,Romance",,,,0,,,15.264,15.264,4.661800000000001,832682,
2110,The Souvenir,0,12.409,6.4,11847,120,"Drama,Mystery,Romance",90.0,36.0,R,5/17/2019,,,1.166,1.171,10.177,1719157,
2111,My Brothers and I,0,6.213,7.5,173,108,Drama,,,,0,,,15.264,15.264,2.4502,825312,
2112,Zero Fucks Given,0,10.386,6.4,735,115,"Comedy,Drama",94.0,50.0,,0,,,0.0,0.79,2.5636,805349,
2113,Adieu Paris,0,2.217,5.7,232,97,Drama,,,,0,,,15.264,15.264,3.1948,771286,
2114,The Ancestral,0,2.277,4.7,13,101,Horror,,,,0,,,1.192,15.264,,723811,
2115,Boiling Point,0,66.021,7.5,12866,92,"Drama,Thriller",99.0,87.0,R,11/19/2021,,,4.659,1.11,10.268799999999999,705045,
2116,Zlatni decko,0,1.972,6.5,421,102,Sport,,,,0,,,15.264,15.264,1.3245999999999998,695379,
2117,America Latina,0,4.973,7.2,1278,90,"Drama,Thriller",20.0,,,0,,,0.0,1.646,2.1366,693818,
2118,Meppadiyan,0,1.747,7.6,2301,124,"Drama,Thriller",,,,0,,,15.264,15.264,2.0555999999999996,691981,
2119,Official Competition,0,15.259,7.3,962,114,"Comedy,Drama",100.0,,,6/17/2022,,,0.0,1.216,9.377999999999998,678102,
2120,Liubov i blohery,0,1.4,2.4,22,98,Comedy,,,,0,,,15.264,15.264,1.3599999999999999,677744,
2121,Lynx,0,0.737,8.1,46,82,Documentary,,,,0,,,15.264,15.264,,668972,
2122,Kaptan Pengu ve Arkadaslari 2,0,0.0,6.6,10,\N,"Animation,Family",,,,0,,,15.264,15.264,,643626,
2123,Benden Ne Olur,0,2.628,5.5,258,114,Comedy,,,,0,,,15.264,15.264,8.8156,639014,
2124,Zaï Zaï Zaï Zaï,0,2.802,6.3,125,83,Comedy,,,,0,,,15.264,15.264,5.8148,622060,
