,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic
1766,The Father,0,32.615,8.3,130774,97,"Drama,Mystery",89.0,63.0,R,2/26/2021,108.0,89.75,2.346,4.543,15.9174,23740378,2122771.0
1767,Gretel & Hansel,5000000,17.167,5.4,29749,87,"Fantasy,Horror,Mystery",63.0,23.0,PG-13,1/31/2020,31.0,21.125,11.14,3.846,9.1288,22059211,15347654.0
1768,Poupelle of Chimney Town,0,4.481,6.5,263,100,"Animation,Family,Fantasy",82.0,79.0,PG,12/30/2021,,,0.6,1.890333333,6.3136,21831861,
1769,Stigmatized Properties,0,2.376,4.5,189,111,Horror,,,,0,,,5.277,15.264,4.4568,21276720,
1770,Pokémon the Movie: Secrets of the Jungle,0,147.248,6.5,1742,99,"Action,Adventure,Animation",,56.0,,0,,,2.346,0.6,7.0994,21097921,
1771,The Photograph,0,7.423,6.0,5265,106,"Drama,Romance",75.0,81.0,PG-13,2/14/2020,27.0,29.875,1.679,2.019,6.4828,20690779,20578185.0
1772,Violet Evergarden: The Movie,0,29.644,8.4,5365,140,"Animation,Drama,Fantasy",100.0,99.0,,3/30/2021,,,6.174,15.264,12.070400000000001,20339624,
1773,Brahms: The Boy II,10000000,50.8,4.7,15945,86,"Drama,Horror,Mystery",11.0,44.0,PG-13,2/21/2020,36.0,31.625,3.262,2.494714286,9.0664,20311536,12611536.0
1774,The Turning,14000000,15.814,3.8,13160,94,"Drama,Horror,Mystery",13.0,15.0,PG-13,1/24/2020,30.0,37.125,2.279,2.112,12.9498,19428166,15472775.0
1775,Fate/Stay Night: Heaven's Feel - III. Spring Song,0,19.296,8.0,1742,120,"Action,Adventure,Animation",,,,11/18/2020,184.0,,15.264,15.264,5.973,20150000,200000.0
1776,Takizawa Enbujo Zero,0,1.4,6.4,15,139,Music,,,,0,,,15.264,15.264,1.3724,18091395,
1777,The Promised Neverland,0,11.68,5.6,622,119,"Action,Adventure,Drama",,78.0,,0,,,6.542,15.264,9.666599999999999,17698106,
1778,Kaiji: Final Game,0,3.553,4.9,350,128,Adventure,,,,0,,,15.264,15.264,9.6934,17645779,
1779,Hitman: Agent Jun,0,8.59,6.3,1626,110,"Action,Comedy",,,,0,,,15.264,15.264,7.055200000000001,17601351,
1780,Digimon Adventure: Last Evolution Kizuna,0,235.223,7.5,1389,94,"Action,Adventure,Animation",,,,0,,,3.861,15.264,11.592199999999998,24200000,
1781,Promising Young Woman,0,26.58,7.5,156997,113,"Crime,Drama,Mystery",90.0,87.0,R,12/25/2020,81.0,53.25,8.28,7.080166667,18.1478,17192816,6460965.0
1782,Bye Bye Morons,9700000,11.219,6.7,4675,87,"Comedy,Drama",59.0,56.0,,0,,,9.81,1.96,5.867200000000001,16955173,
1783,Baaghi 3,7952450,7.336,2.1,11830,143,"Action,Adventure,Thriller",0.0,67.0,,3/6/2020,107.0,25.25,3.612,2.632,2.9077999999999995,16726510,721439.0
1784,I Still Believe,0,35.549,6.5,11391,116,"Biography,Drama,Music",51.0,98.0,PG,3/13/2020,42.0,57.5,0.0,3.473,11.410599999999999,16069730,9868521.0
1785,Freaky,5000000,45.697,6.3,52928,102,"Comedy,Horror,Thriller",83.0,80.0,R,11/13/2020,45.0,44.0,6.061,6.007,11.7112,15920855,9030855.0
1786,Padre no hay más que uno 2: La llegada de la suegra,4000000,14.045,5.6,1239,96,"Comedy,Family",,,,0,,,5.217,15.264,3.6352,15373181,
1787,The Personal History of David Copperfield,15600000,12.353,6.4,18961,119,"Comedy,Drama",92.0,54.0,PG,8/28/2020,73.0,35.0,2.135,1.7675,13.137800000000002,14399270,1876298.0
1788,Nightlife,0,9.556,5.7,2262,111,"Comedy,Romance",,,,0,,,15.264,15.264,6.307599999999999,14308789,
1789,Howling Village,0,9.251,4.9,789,108,"Horror,Mystery,Thriller",50.0,62.0,,8/13/2021,,,5.208,2.579,5.566799999999999,13394556,
1790,Come Play,9000000,22.147,5.7,12136,96,"Drama,Horror,Mystery",56.0,67.0,PG-13,10/30/2020,43.0,55.375,1.4,1.1755,8.1936,13182254,10475990.0
1791,Samjin Company English Class,0,5.265,6.6,523,110,"Comedy,Drama",,,,0,,,15.264,15.264,6.474200000000001,12761386,
1792,News of the World,0,25.841,6.8,83337,118,"Action,Adventure,Drama",88.0,89.0,PG-13,12/25/2020,58.0,45.625,4.05,3.176666667,11.170399999999997,12668325,12668325.0
1793,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,0,4.634,6.6,194,103,"Action,Adventure,Animation",,,,0,,,15.264,15.264,,12221804,
1794,Ducobu 3,0,6.62,4.2,170,94,Comedy,,,,0,,,15.264,15.264,2.7624,12157793,
1795,Wotakoi: Love Is Hard for Otaku,0,69.147,5.3,422,114,"Comedy,Musical,Romance",40.0,,,0,,,7.598,15.264,9.3964,11702371,
1796,Let Him Go,0,12.586,6.7,24059,113,"Crime,Drama,Thriller",84.0,76.0,R,11/6/2020,44.0,45.125,1.285,1.404,14.459800000000001,11630934,9358025.0
1797,The Hunt,14000000,38.807,6.5,102477,90,"Action,Horror,Thriller",72.0,62.0,R,3/13/2020,49.0,48.375,2.386,1.03,15.1654,11481750,5812500.0
1798,30 jours max,13000000,15.684,5.2,1042,87,"Action,Comedy,Crime",,,,0,,,15.264,15.264,5.1408000000000005,11208529,
1799,The Voice of Sin,0,2.659,6.7,351,142,"Crime,Drama,Thriller",,,,0,,,15.264,15.264,8.4636,10983063,
1800,Bigfoot Family,17520000,17.337,5.8,2629,89,"Adventure,Animation,Family",,36.0,,0,,,0.0,1.274,2.5022,10855626,
1801,Me contro Te - Il film: La vendetta del Signor S,75000,8.73,1.6,353,64,"Comedy,Family",,,,0,,,15.264,15.264,1.4044,10779891,
1802,Impractical Jokers: The Movie,3000000,9.506,5.8,6278,92,Comedy,35.0,76.0,PG-13,2/21/2020,38.0,30.25,5.815,5.908166667,3.6171999999999995,10700000,10691091.0
1803,Street Dancer 3D,9204790,4.357,3.7,7545,146,"Drama,Music",,,,0,,,15.264,15.264,3.5729999999999995,12589965,
1804,My Spy,0,25.376,6.3,29333,99,"Action,Comedy",49.0,38.0,PG-13,6/26/2020,,,5.603,5.676142857,13.256800000000002,10200000,
1805,The Asadas,0,2.881,7.5,473,127,"Drama,Family",,,,0,,,3.406,1.646,6.8354,10066797,
1806,Stolen Identity 2,0,3.243,4.3,143,118,Thriller,,,,0,,,15.264,15.264,3.3872,9687188,
1807,10 Days with Dad,0,6.811,5.4,815,104,"Comedy,Family",,,,0,,,15.264,15.264,4.9590000000000005,9472077,
1808,Secret Zoo,0,7.491,6.1,1353,118,Comedy,83.0,40.0,,0,,,1.642,15.264,7.745399999999999,9471940,
1809,365 Days,0,78.104,5.1,102,110,"Drama,Romance",,,,0,,,15.264,15.264,1.9948000000000001,9458590,
1810,Okay Madam,0,7.592,6.6,1138,100,"Action,Comedy",,,,0,,,1.214,15.264,7.255,9433525,
1811,Malasaña 32,0,14.986,5.5,4312,104,"Horror,Mystery",43.0,,,0,,,1.837,15.264,5.828200000000001,8968845,
1812,Break the Silence: The Movie,0,11.959,8.2,775,89,"Documentary,Music",,97.0,,9/24/2020,,,1.616,15.264,6.5354,8954345,
1813,I Hate Summer,0,6.764,6.7,2558,110,Comedy,,,,0,,,15.264,15.264,3.1361999999999997,8926071,
1814,Downhill,0,12.445,3.4,683,82,"Action,Horror,Sport",37.0,14.0,R,2/14/2020,46.0,33.125,0.0,3.811,2.2422,8899195,8287061.0
1815,Les blagues de Toto,6438600,3.927,3.8,132,84,"Comedy,Family",,,,0,,,15.264,15.264,4.235,8859185,
1816,The Secret Garden,0,20.846,5.5,8346,99,"Drama,Family,Fantasy",67.0,43.0,PG,0,,,3.436,1.7135,7.748400000000001,8721243,
1817,Eltilerin Savasi,0,2.932,5.8,4258,118,"Comedy,Family",,,,0,,,15.264,15.264,7.3482,8613864,
1818,Two by Two: Overboard!,0,15.193,5.8,534,85,"Adventure,Animation,Comedy",20.0,,,0,,,0.0,0.702,1.1743999999999999,8289774,
1819,100% Wolf,0,137.427,5.7,1642,96,"Adventure,Animation,Comedy",67.0,47.0,PG,10/9/2020,130.0,49.125,1.823,0.609666667,14.806199999999999,8284355,658764.0
1820,Your Eyes Tell,0,11.768,7.4,860,123,"Drama,Romance",,,,0,,,15.264,15.264,7.3432,8020474,
1821,AI Amok,0,4.21,5.2,159,133,"Sci-Fi,Thriller",,,,0,,,15.264,15.264,5.9472,7932191,
1822,The Lost Prince,0,54.286,5.3,1240,101,"Adventure,Comedy,Family",71.0,77.0,TVPG,0,,,2.136,15.264,5.276000000000001,7837980,
1823,Antoinette dans les Cévennes,0,10.938,6.5,2371,97,"Adventure,Comedy,Romance",,,,0,,,15.264,15.264,3.9486000000000003,7821615,
1824,Antebellum,15000000,56.708,5.7,25164,105,"Drama,Horror,Mystery",30.0,51.0,R,0,,,0.0,1.3025,8.963,7770723,
1825,The Marriage Escape,0,3.013,7.5,3552,103,"Comedy,Drama",,,,0,,,15.264,15.264,1.7348,7760946,
1826,The Heist of the Century,0,49.871,7.2,7507,114,"Action,Biography,Comedy",,,,0,,,15.264,15.264,5.2882,7627100,
1827,De Gaulle,0,8.29,6.1,1445,108,"Biography,Drama,History",40.0,,,10/22/2021,,,1.686,0.826,6.0572,7501454,
1828,Fukushima 50,0,10.265,6.0,2454,122,"Action,Drama",71.0,73.0,,0,,,0.6,1.1775,7.006600000000001,7494243,
1829,"Turu, the Wacky Hen",0,16.614,4.8,239,80,"Adventure,Animation,Family",,,,0,,,0.0,1.125666667,1.22,7431553,
1830,Back to the Wharf,0,1.501,6.1,243,118,"Crime,Drama,Romance",,,,0,,,1.614,15.264,5.816,7090000,
1831,Adu,0,18.451,6.8,4818,119,Drama,83.0,72.0,,0,,,1.96,1.269,6.3878,7085946,
1832,Fatale,0,17.658,5.4,9618,102,Thriller,45.0,88.0,R,12/18/2020,68.0,54.375,1.4,8.341333333,9.8626,7031289,6306897.0
1833,Spycies,0,25.929,5.5,851,99,"Action,Animation,Comedy",43.0,,,0,,,1.4,0.6385,3.4108000000000005,6989285,
1834,Jim Button and the Wild 13,20000000,4.294,6.2,506,110,"Adventure,Comedy,Family",,,,0,,,8.061,15.264,3.7329999999999997,6908445,
1835,Dragon Rider,17830000,18.364,5.6,1543,91,"Adventure,Animation,Comedy",73.0,44.0,,0,,,1.751,2.087666667,19.261999999999997,6779816,
1836,Psy 3: W imie zasad,0,5.038,6.2,1258,126,"Action,Crime,Drama",,,,0,,,1.855,0.98,3.6274,6725146,
1837,Blood Moon Party,0,1.855,7.6,322,118,"Comedy,Drama",,,,0,,,15.264,15.264,1.2147999999999999,6709383,
1838,Shubh Mangal Zyada Saavdhan,0,5.708,5.9,9341,117,"Comedy,Crime,Romance",93.0,72.0,,0,,,0.98,15.264,2.0324,6574905,
1839,Chhapaak,0,2.507,4.9,26817,120,"Biography,Drama",88.0,85.0,,1/10/2020,117.0,28.5,1.96,2.130666667,2.3868,6532100,604334.0
1840,Hammamet,0,5.843,5.8,1516,126,"Biography,Drama",,,,0,,,5.376,15.264,4.005,6434874,
1841,Lindenberg! Mach dein Ding,0,3.477,6.5,770,139,"Biography,Music",,,,0,,,15.264,15.264,1.9915999999999996,6404964,
1842,Midnight Swan,0,0.893,7.1,340,124,Drama,,,,0,,,5.135,15.264,3.2833999999999994,6397065,
1843,Simply Black,0,7.359,6.4,1742,90,Comedy,,,,0,,,15.264,15.264,6.5814,6323750,
1844,My Boyfriend's Meds,0,20.7,4.6,425,100,Comedy,,,,2/21/2020,64.0,41.25,15.264,15.264,11.886199999999999,6292780,2971116.0
1845,Bill & Ted Face the Music,25000000,17.531,5.9,44126,91,"Adventure,Comedy,Music",82.0,66.0,PG-13,8/28/2020,60.0,20.625,5.811,2.172,21.639000000000003,6274027,3498714.0
1846,Hotel Belgrade,0,7.31,6.2,1314,106,"Comedy,Romance",,,,0,,,1.868,2.4425,4.5622,6237973,
1847,How to Be a Good Wife,0,7.26,5.8,1724,109,"Comedy,Drama",70.0,0.0,,0,,,0.745,1.053333333,5.969800000000001,6029102,
1848,The Legacy Of Dr. Death: Black File,0,2.097,5.6,70,121,"Mystery,Thriller",,,,0,,,15.264,15.264,7.414800000000001,6024046,
1849,The Rhythm Section,50000000,23.878,5.4,17475,109,"Action,Drama,Mystery",29.0,44.0,R,1/31/2020,50.0,27.625,3.741,6.928,8.674999999999999,5989583,5437971.0
1850,Jak zostalem gangsterem. Historia prawdziwa,0,5.053,7.0,2463,140,"Crime,Drama",,87.0,,0,,,0.6,0.6,2.0778,5975729,
1851,Twiceborn,0,1.2,4.6,42,135,Drama,,,PG,10/16/2020,,,0.609,15.264,2.4888,5880157,
1852,Beasts Clawing at Straws,0,48.18,7.1,4105,108,"Crime,Drama,Thriller",95.0,87.0,,10/21/2020,,,0.0,1.351,7.284999999999999,5796059,
1853,Klassikokkutulek 2: Pulmad ja matused,465000,0.6,5.4,430,90,Comedy,,,,0,,,15.264,15.264,0.8757999999999999,5543147,
1854,Mama Weed,5080800,7.483,6.2,2575,104,"Comedy,Crime,Drama",,,,0,,,15.264,15.264,3.3838,5432038,
1855,Divorce Club,9466480,8.945,5.2,1016,108,Comedy,,,,0,,,15.264,15.264,7.958800000000001,5316313,
1856,Cindy La Regia,0,12.616,5.9,1355,109,Comedy,,,,0,,,0.0,15.264,4.623600000000001,5222322,
1857,Love Aaj Kal,12500000,6.447,6.8,15886,128,"Comedy,Drama,Romance",20.0,34.0,,0,,,1.646,15.264,2.6130000000000004,20794985,
1858,Masked Ward,0,2.716,5.6,329,114,Thriller,,,,0,,,15.264,15.264,7.563999999999998,5107013,
1859,Ayyappanum Koshiyum,0,3.235,8.1,7704,177,"Action,Drama,Thriller",,,,0,,,1.4,15.264,1.9707999999999999,5088713,
1860,Baba Parasi,0,1.822,4.5,3120,116,Comedy,,,,0,,,15.264,15.264,3.4275999999999995,5084342,
1861,Die Känguru-Chroniken,0,5.555,5.2,2428,92,Comedy,,,,0,,,15.264,15.264,2.7028000000000003,5081127,
1862,The Real Exorcist,0,0.84,5.8,31,108,Fantasy,,,PG-13,8/28/2020,,,0.0,15.264,1.1724,5035830,
1863,Mayday,0,5.098,4.1,1126,100,"Drama,Fantasy,Mystery",50.0,38.0,,10/1/2021,,,0.6,0.7235,15.2142,5011408,
1864,Made in Abyss: Dawn of the Deep Soul,0,17.591,8.1,2912,113,"Adventure,Animation,Drama",,,,0,,,15.264,15.264,8.814400000000001,4971635,
1865,Godai - The Wunderkind,0,1.4,6.8,39,109,"Biography,Drama,History",,,,0,,,15.264,15.264,6.705600000000001,4948225,
1866,Military Wives,0,11.158,6.5,4754,112,"Comedy,Drama,Music",77.0,52.0,PG-13,0,,,4.394,1.783666667,6.626599999999999,4889252,
1867,Streltsov,0,1.77,5.2,365,100,"Biography,Drama,Romance",,,,0,,,15.264,15.264,5.8751999999999995,4850073,
1868,The SpongeBob Movie: Sponge on the Run,60000000,257.062,5.9,17033,91,"Adventure,Animation,Comedy",67.0,50.0,PG,8/14/2020,55.0,46.125,4.967,2.285,18.798,4810790,4810790.0
1869,The Empty Man,0,54.438,6.2,24963,137,"Horror,Mystery,Thriller",76.0,39.0,R,10/23/2020,63.0,33.25,1.166,0.992,11.146600000000001,4796993,2992948.0
1870,The Vets,0,6.254,5.9,453,92,"Comedy,Drama",,,,0,,,15.264,15.264,4.2379999999999995,4788826,
1871,The Broken Hearts Gallery,0,10.406,6.3,7247,109,"Comedy,Romance",79.0,88.0,PG-13,9/11/2020,56.0,42.5,1.553,0.6,13.551400000000001,4781389,4067442.0
1872,Spider-Man: No Way Home,200000000,7358.5,8.5,571177,148,"Action,Adventure,Fantasy",93.0,98.0,PG-13,12/17/2021,1.0,46.125,11.955,8.5805,50.4138,1888000000,801674167.0
1873,The Battle at Lake Changjin,0,9.326,5.3,2448,176,"Action,Drama,History",25.0,100.0,,11/19/2021,170.0,69.0,0.0,2.0722,8.0004,902540935,342411.0
1874,No Time to Die,250000000,557.767,7.3,334772,163,"Action,Adventure,Thriller",83.0,88.0,PG-13,10/8/2021,7.0,69.25,8.918,6.928,21.1944,774153007,160891007.0
1875,F9: The Fast Saga,200000000,494.814,5.2,119893,143,"Action,Crime,Thriller",,,,6/25/2021,5.0,40.875,15.264,15.264,18.954200000000004,726229501,173005945.0
1876,Detective Chinatown 3,0,5.864,5.6,1762,136,"Action,Adventure,Comedy",,,,0,,,15.264,15.264,10.312999999999999,686257563,
1877,Venom: Let There Be Carnage,110000000,1378.22,6.0,187508,97,"Action,Adventure,Sci-Fi",59.0,84.0,PG-13,10/1/2021,3.0,31.0,21.166,10.502,24.302,502050366,213550366.0
1878,Godzilla vs. Kong,200000000,409.778,6.3,195188,113,"Action,Sci-Fi,Thriller",75.0,91.0,PG-13,3/31/2021,12.0,69.25,7.81,2.84,16.89,468216094,100916094.0
1879,Shang-Chi and the Legend of the Ten Rings,150000000,1057.709,7.5,340771,132,"Action,Adventure,Fantasy",91.0,98.0,PG-13,9/3/2021,2.0,32.875,7.225,7.051,20.0778,432243292,224543292.0
1880,Eternals,200000000,1470.377,6.4,284407,156,"Action,Adventure,Fantasy",47.0,78.0,PG-13,11/5/2021,6.0,34.875,4.82,8.637,22.2286,402064899,164870234.0
1881,Dune,165000000,580.471,8.1,534282,155,"Action,Adventure,Drama",83.0,90.0,PG-13,10/22/2021,13.0,38.75,18.269,7.2155,40.6296,400576297,108315210.0
1882,Black Widow,200000000,443.759,6.7,345137,134,"Action,Adventure,Sci-Fi",79.0,91.0,PG-13,7/9/2021,4.0,27.75,2.195,11.621,19.744400000000002,379751655,183651655.0
1883,Sing 2,85000000,1304.681,7.5,42175,110,"Adventure,Animation,Comedy",71.0,98.0,PG,12/22/2021,17.0,51.75,17.205,4.2655,20.4078,387000000,161094370.0
1884,Free Guy,110000000,601.628,7.2,321996,115,"Action,Adventure,Comedy",80.0,94.0,PG-13,8/13/2021,10.0,35.875,33.013,23.8794,23.131999999999998,331526598,121626598.0
1885,A Quiet Place Part II,61000000,317.094,7.2,202817,97,"Drama,Horror,Sci-Fi",91.0,92.0,PG-13,5/28/2021,8.0,38.75,24.642,12.233,28.5822,297372261,160072261.0
1886,Encanto,50000000,2586.677,7.3,178966,102,"Animation,Comedy,Family",91.0,93.0,PG,11/24/2021,15.0,49.75,0.0,3.2165,10.9186,253000000,96041854.0
1887,Cruella,200000000,530.352,7.4,216592,134,"Adventure,Comedy,Crime",74.0,97.0,PG-13,5/28/2021,16.0,30.625,4.636,2.469666667,27.4788,233503234,86103234.0
1888,"My Country, My Parents",0,5.293,6.0,308,157,Drama,,,,10/8/2021,,,0.0,15.264,12.253,221701823,
1889,Jungle Cruise,200000000,428.089,6.6,173683,127,"Action,Adventure,Comedy",62.0,92.0,PG-13,7/30/2021,11.0,33.75,5.806,8.276,21.0916,220889446,116987516.0
1890,Raging Fire,0,10.51,6.6,3610,126,"Action,Adventure,Crime",91.0,100.0,,8/13/2021,183.0,49.25,1.543,10.811,11.1164,205846481,385305.0
1891,The Conjuring: The Devil Made Me Do It,39000000,379.584,6.3,104830,112,"Horror,Mystery,Thriller",56.0,83.0,R,6/4/2021,19.0,32.75,6.405,8.8285,16.7172,202031050,65631050.0
1892,Ghostbusters: Afterlife,75000000,970.911,7.2,136098,124,"Adventure,Comedy,Fantasy",63.0,94.0,PG-13,11/19/2021,9.0,35.75,3.473,13.345,30.241000000000003,197360575,129360575.0
1893,Chinese Doctors,0,3.24,4.6,423,129,Drama,,,,7/30/2021,,,4.418,1.586,7.2682,197143218,
1894,Cliff Walkers,0,6.341,6.6,1891,120,"Crime,Drama,Thriller",79.0,77.0,,4/30/2021,,,9.165,15.264,7.1486,181325565,
1895,The Suicide Squad,185000000,586.769,7.2,319008,132,"Action,Adventure,Comedy",90.0,82.0,R,8/6/2021,23.0,33.375,6.918,5.3455,25.803200000000004,167417425,55817425.0
1896,Space Jam: A New Legacy,161900000,422.958,4.4,66885,115,"Adventure,Animation,Comedy",26.0,79.0,PG,7/16/2021,18.0,34.0,9.21,4.5385,9.0676,162892228,70592228.0
1897,House of Gucci,75000000,224.888,6.7,95090,158,"Crime,Drama",63.0,83.0,R,11/24/2021,27.0,61.75,10.645,6.3025,30.3654,156987388,53809574.0
1898,The Matrix Resurrections,190000000,934.618,5.7,213658,148,"Action,Sci-Fi",63.0,64.0,R,12/22/2021,39.0,31.125,30.468,14.214,26.7916,156575035,37686805.0
1899,Peter Rabbit 2: The Runaway,45000000,227.739,6.2,10264,93,"Adventure,Animation,Comedy",66.0,89.0,PG,6/11/2021,31.0,51.625,5.607,1.85925,17.8446,153901717,40501717.0
1900,A Writer's Odyssey,0,35.702,6.2,2427,130,"Action,Adventure,Fantasy",93.0,77.0,,2/12/2021,,,0.828,15.264,8.384200000000002,150123320,
1901,The Boss Baby 2: Family Business,82000000,890.259,5.9,15992,107,"Adventure,Animation,Comedy",,,,7/2/2021,21.0,24.75,15.264,15.264,15.871799999999999,146745280,57300280.0
1902,PAW Patrol: The Movie,26000000,654.219,6.2,5533,86,"Action,Adventure,Animation",80.0,97.0,G,8/20/2021,32.0,39.625,3.623,0.648,6.8953999999999995,144327371,40127371.0
1903,Jujutsu Kaisen 0: The Movie,0,558.207,8.1,5421,105,"Action,Animation,Fantasy",98.0,98.0,PG-13,3/18/2022,12.0,58.375,9.192,1.334,12.0286,144000000,28287448.0
1904,Be Somebody,0,18.305,5.7,3967,88,"Comedy,Drama,Romance",,47.0,PG,6/10/2016,,,2.713,1.425,6.3024000000000004,132326332,
1905,Halloween Kills,20000000,293.89,5.6,69473,105,"Horror,Thriller",40.0,66.0,R,10/15/2021,14.0,27.625,4.231,4.779666667,11.9094,131647155,92002155.0
1906,Raya and the Last Dragon,100000000,354.682,7.3,139950,107,"Action,Adventure,Animation",93.0,97.0,PG,3/5/2021,24.0,33.875,0.0,2.276,18.3708,130423032,54723032.0
1907,The King's Man,100000000,1434.677,6.3,107357,131,"Action,Adventure,Thriller",41.0,80.0,R,12/22/2021,51.0,54.625,13.649,7.49,32.6428,125928656,37176373.0
1908,The Addams Family 2,0,355.586,5.4,9713,93,"Adventure,Animation,Comedy",28.0,69.0,PG,10/1/2021,22.0,26.125,0.0,2.9625,35.9362,119815153,56489153.0
1909,Clifford the Big Red Dog,64000000,759.936,6.0,10772,96,"Adventure,Comedy,Family",58.0,94.0,PG,11/10/2021,26.0,45.5,5.35,1.288,10.7982,107347356,48947356.0
1910,Wrath of Man,40000000,365.674,7.1,155882,119,"Action,Crime,Thriller",66.0,90.0,R,5/7/2021,40.0,42.625,17.049,8.561,27.7786,103966489,27466489.0
1911,Detective Conan: The Scarlet Bullet,0,14.735,6.2,932,110,"Action,Animation,Crime",,,,0,,,1.733,15.264,8.0716,95580715,
1912,Evangelion: 3.0+1.01 Thrice Upon a Time,0,190.856,8.0,8461,154,"Action,Animation,Drama",,,,0,,,15.264,15.264,6.888800000000001,92246218,
1913,End Game,5000000,11.142,5.1,5410,93,"Action,Thriller",100.0,80.0,,0,,,0.0,1.3165,12.6874,91824961,
1914,Old,18000000,347.318,5.8,91533,108,"Drama,Horror,Mystery",39.0,37.0,R,7/23/2021,28.0,94.125,10.675,2.869666667,18.4992,90146510,48276510.0
1915,Mortal Kombat,20000000,601.374,6.1,164157,110,"Action,Adventure,Fantasy",54.0,86.0,R,4/23/2021,34.0,33.375,2.503,8.6315,9.2304,83726031,42326031.0
1916,Boonie Bears: The Wild Life,0,7.1,5.4,115,99,Animation,,,,0,,,15.264,15.264,1.0276,77961427,
1917,Candyman,25000000,103.595,5.9,51765,91,"Horror,Thriller",84.0,72.0,R,8/27/2021,20.0,39.25,2.823,5.306333333,6.935,77411570,61186570.0
1918,The Forever Purge,18000000,256.525,5.4,27861,103,"Action,Horror,Thriller",49.0,78.0,R,7/2/2021,30.0,31.875,2.055,7.118166667,10.6632,76994245,44539245.0
1919,1921,0,5.047,4.1,288,138,Drama,,0.0,,0,,,1.623,1.623,7.69,75159828,
1920,West Side Story,100000000,358.932,7.3,63453,156,"Crime,Drama,Musical",91.0,94.0,PG-13,12/10/2021,38.0,58.875,29.221,10.403,9.968,75079121,38518412.0
1921,Hitman's Wife's Bodyguard,70000000,88.762,6.1,80715,100,"Action,Comedy,Crime",26.0,79.0,R,6/16/2021,33.0,50.75,5.413,1.684,32.4454,70060492,38014727.0
1922,Belle,10900000,14.466,7.3,30141,100,"Biography,Drama,Romance",95.0,95.0,PG,5/2/2014,142.0,94.875,6.133,1.52,14.988999999999999,63163907,10726630.0
1923,Ron's Gone Wrong,0,643.343,7.1,28367,107,"Adventure,Animation,Comedy",80.0,94.0,PG,10/22/2021,47.0,44.25,0.0,0.933,13.8272,60692022,23009270.0
1924,Cloudy Mountain,0,2.899,5.8,390,114,"Action,Adventure,Drama",,82.0,,10/22/2021,,,13.147,15.264,3.1286,58281703,
1925,Nezha Reborn,0,127.573,6.8,3019,118,"Action,Animation,Fantasy",,75.0,,0,,,0.6,0.6,2.9302,56088478,
1926,Nobody,17000000,207.189,7.4,217182,92,"Action,Crime,Drama",,35.0,,3/26/2021,41.0,68.875,0.764,15.264,16.6264,61779301,27568035.0
1927,Man in Love,0,6.716,6.8,787,120,"Drama,Romance",,,,0,,,15.264,15.264,5.8052,52946097,
1928,Break Through the Darkness,0,3.244,5.4,154,112,Drama,,,,0,,,15.264,15.264,4.239999999999999,52700000,
1929,Escape Room: Tournament of Champions,15000000,182.746,5.7,37283,88,"Action,Adventure,Horror",50.0,76.0,PG-13,7/16/2021,43.0,46.875,7.552,10.182,12.347399999999999,51914753,25314753.0
1930,Schemes in Antiques,0,2.06,6.0,243,123,"Action,Adventure,Comedy",60.0,,,12/17/2021,,,0.0,15.264,5.0598,51637422,
1931,Luca,200000000,563.625,7.5,145754,95,"Adventure,Animation,Comedy",91.0,86.0,PG,6/18/2021,,,4.992,1.4,8.937000000000001,49750471,
1932,Don't Breathe 2,10000000,334.969,6.1,46706,98,"Action,Crime,Horror",44.0,85.0,R,8/13/2021,35.0,35.0,3.948,8.155666667,9.8714,47312950,32712950.0
1933,My Hero Academia: World Heroes' Mission,0,1349.082,7.4,2885,104,"Action,Adventure,Animation",86.0,95.0,PG-13,10/29/2021,62.0,35.875,8.866,15.264,12.7086,46850819,12271658.0
1934,The French Dispatch,25000000,75.685,7.2,98283,107,"Comedy,Drama,Romance",75.0,76.0,R,10/22/2021,52.0,38.75,11.936,5.242666667,19.3048,46281956,16124375.0
1935,Love Will Tear Us Apart,0,0.6,5.6,55,86,Romance,,,,0,,,15.264,15.264,,45060290,
1936,In the Heights,55000000,26.33,7.3,44023,143,"Drama,Musical,Romance",94.0,94.0,PG-13,6/11/2021,36.0,33.75,3.356,3.0076,8.6134,43975167,29975167.0
1937,Belfast,0,32.3,7.3,51989,98,"Biography,Drama,History",86.0,92.0,PG-13,11/12/2021,74.0,81.125,27.071,7.33475,12.1116,42845489,9250870.0
1938,Spirit Untamed,30000000,219.172,5.5,3344,88,"Adventure,Animation,Comedy",49.0,95.0,PG,6/4/2021,48.0,34.625,1.9,1.505,25.214999999999996,42717215,17716215.0
1939,Spiral,20000000,166.901,5.2,46995,93,"Crime,Drama,Horror",74.0,38.0,,5/14/2021,46.0,55.0,0.0,1.575333333,21.084600000000002,40618920,23216862.0
1940,Snake Eyes,88000000,347.72,5.4,33415,121,"Action,Adventure,Fantasy",40.0,35.0,R,7/23/2021,37.0,39.75,12.694,12.694,14.794999999999998,40064325,28264325.0
