,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,Score
1791,The Personal History of David Copperfield,15600000,12.353,6.4,18961,119,"Comedy,Drama",92.0,54.0,PG,8/28/2020,73.0,35.0,2.135,1.7675,13.137800000000000,14399270,1876298.0,0.6625514403
1792,Nightlife,0,9.556,5.7,2262,111,"Comedy,Romance",,,,0,,,15.264,15.264,6.307600000000000,14308789,,
1793,Howling Village,0,9.251,4.9,789,108,"Horror,Mystery,Thriller",50.0,62.0,,8/13/2021,,,5.208,2.579,5.566800000000000,13394556,,
1794,Come Play,9000000,22.147,5.7,12136,96,"Drama,Horror,Mystery",56.0,67.0,PG-13,10/30/2020,43.0,55.375,1.4,1.1755,8.1936,13182254,10475990.0,0.8271200328
1795,Samjin Company English Class,0,5.265,6.6,523,110,"Comedy,Drama",,,,0,,,15.264,15.264,6.474200000000000,12761386,,
1796,News of the World,0,25.841,6.8,83337,118,"Action,Adventure,Drama",88.0,89.0,PG-13,12/25/2020,58.0,45.625,4.05,3.176666667,11.170400000000000,12668325,12668325.0,0.5871345029
1797,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,0,4.634,6.6,194,103,"Action,Adventure,Animation",,,,0,,,15.264,15.264,,12221804,,
1798,Ducobu 3,0,6.62,4.2,170,94,Comedy,,,,0,,,15.264,15.264,2.7624,12157793,,
1799,Wotakoi: Love Is Hard for Otaku,0,69.147,5.3,422,114,"Comedy,Musical,Romance",40.0,,,0,,,7.598,15.264,9.3964,11702371,,
1800,Let Him Go,0,12.586,6.7,24059,113,"Crime,Drama,Thriller",84.0,76.0,R,11/6/2020,44.0,45.125,1.285,1.404,14.4598,11630934,9358025.0,0.172379533
1801,The Hunt,14000000,38.807,6.5,102477,90,"Action,Horror,Thriller",72.0,62.0,R,3/13/2020,49.0,48.375,2.386,1.03,15.1654,11481750,5812500.0,0.3910411622
1802,30 jours max,13000000,15.684,5.2,1042,87,"Action,Comedy,Crime",,,,0,,,15.264,15.264,5.1408000000000000,11208529,,
1803,The Voice of Sin,0,2.659,6.7,351,142,"Crime,Drama,Thriller",,,,0,,,15.264,15.264,8.4636,10983063,,
1804,Bigfoot Family,17520000,17.337,5.8,2629,89,"Adventure,Animation,Family",,36.0,,0,,,0.0,1.274,2.5022,10855626,,
1805,Me contro Te - Il film: La vendetta del Signor S,75000,8.73,1.6,353,64,"Comedy,Family",,,,0,,,15.264,15.264,1.4044,10779891,,
1806,Impractical Jokers: The Movie,3000000,9.506,5.8,6278,92,Comedy,35.0,76.0,PG-13,2/21/2020,38.0,30.25,5.815,5.908166667,3.6172,10700000,10691091.0,0.6798866856
1807,Street Dancer 3D,9204790,4.357,3.7,7545,146,"Drama,Music",,,,0,,,15.264,15.264,3.5730000000000000,12589965,,
1808,My Spy,0,25.376,6.3,29333,99,"Action,Comedy",49.0,38.0,PG-13,6/26/2020,,,5.603,5.676142857,13.256800000000000,10200000,,
1809,The Asadas,0,2.881,7.5,473,127,"Drama,Family",,,,0,,,3.406,1.646,6.8354,10066797,,
1810,Stolen Identity 2,0,3.243,4.3,143,118,Thriller,,,,0,,,15.264,15.264,3.3872,9687188,,
1811,10 Days with Dad,0,6.811,5.4,815,104,"Comedy,Family",,,,0,,,15.264,15.264,4.9590000000000000,9472077,,
1812,Secret Zoo,0,7.491,6.1,1353,118,Comedy,83.0,40.0,,0,,,1.642,15.264,7.745400000000000,9471940,,
1813,365 Days,0,78.104,5.1,102,110,"Drama,Romance",,,,0,,,15.264,15.264,1.9948,9458590,,
1814,Okay Madam,0,7.592,6.6,1138,100,"Action,Comedy",,,,0,,,1.214,15.264,7.255,9433525,,
1815,Malasaña 32,0,14.986,5.5,4312,104,"Horror,Mystery",43.0,,,0,,,1.837,15.264,5.828200000000000,8968845,,
1816,Break the Silence: The Movie,0,11.959,8.2,775,89,"Documentary,Music",,97.0,,9/24/2020,,,1.616,15.264,6.5354,8954345,,
1817,I Hate Summer,0,6.764,6.7,2558,110,Comedy,,,,0,,,15.264,15.264,3.1362,8926071,,
1818,Downhill,0,12.445,3.4,683,82,"Action,Horror,Sport",37.0,14.0,R,2/14/2020,46.0,33.125,0.0,3.811,2.2422,8899195,8287061.0,0.2403189066
1819,Les blagues de Toto,6438600,3.927,3.8,132,84,"Comedy,Family",,,,0,,,15.264,15.264,4.235,8859185,,
1820,The Secret Garden,0,20.846,5.5,8346,99,"Drama,Family,Fantasy",67.0,43.0,PG,0,,,3.436,1.7135,7.748400000000000,8721243,,
1821,Eltilerin Savasi,0,2.932,5.8,4258,118,"Comedy,Family",,,,0,,,15.264,15.264,7.3482,8613864,,
1822,Two by Two: Overboard!,0,15.193,5.8,534,85,"Adventure,Animation,Comedy",20.0,,,0,,,0.0,0.702,1.1744,8289774,,
1823,100% Wolf,0,137.427,5.7,1642,96,"Adventure,Animation,Comedy",67.0,47.0,PG,10/9/2020,130.0,49.125,1.823,0.609666667,14.8062,8284355,658764.0,0.2447629548
1824,Your Eyes Tell,0,11.768,7.4,860,123,"Drama,Romance",,,,0,,,15.264,15.264,7.3432,8020474,,
1825,AI Amok,0,4.21,5.2,159,133,"Sci-Fi,Thriller",,,,0,,,15.264,15.264,5.9472,7932191,,
1826,The Lost Prince,0,54.286,5.3,1240,101,"Adventure,Comedy,Family",71.0,77.0,TVPG,0,,,2.136,15.264,5.276000000000000,7837980,,
1827,Antoinette dans les Cévennes,0,10.938,6.5,2371,97,"Adventure,Comedy,Romance",,,,0,,,15.264,15.264,3.9486,7821615,,
1828,Antebellum,15000000,56.708,5.7,25164,105,"Drama,Horror,Mystery",30.0,51.0,R,0,,,0.0,1.3025,8.963,7770723,,
1829,The Marriage Escape,0,3.013,7.5,3552,103,"Comedy,Drama",,,,0,,,15.264,15.264,1.7348,7760946,,
1830,The Heist of the Century,0,49.871,7.2,7507,114,"Action,Biography,Comedy",,,,0,,,15.264,15.264,5.2882,7627100,,
1831,De Gaulle,0,8.29,6.1,1445,108,"Biography,Drama,History",40.0,,,10/22/2021,,,1.686,0.826,6.0572,7501454,,
1832,Fukushima 50,0,10.265,6.0,2454,122,"Action,Drama",71.0,73.0,,0,,,0.6,1.1775,7.006600000000000,7494243,,
1833,"Turu, the Wacky Hen",0,16.614,4.8,239,80,"Adventure,Animation,Family",,,,0,,,0.0,1.125666667,1.22,7431553,,
1834,Back to the Wharf,0,1.501,6.1,243,118,"Crime,Drama,Romance",,,,0,,,1.614,15.264,5.816,7090000,,
1835,Adu,0,18.451,6.8,4818,119,Drama,83.0,72.0,,0,,,1.96,1.269,6.3878,7085946,,
1836,Fatale,0,17.658,5.4,9618,102,Thriller,45.0,88.0,R,12/18/2020,68.0,54.375,1.4,8.341333333,9.8626,7031289,6306897.0,0.4386666667
1837,Spycies,0,25.929,5.5,851,99,"Action,Animation,Comedy",43.0,,,0,,,1.4,0.6385,3.4108000000000000,6989285,,
1838,Jim Button and the Wild 13,20000000,4.294,6.2,506,110,"Adventure,Comedy,Family",,,,0,,,8.061,15.264,3.733,6908445,,
1839,Dragon Rider,17830000,18.364,5.6,1543,91,"Adventure,Animation,Comedy",73.0,44.0,,0,,,1.751,2.087666667,19.262,6779816,,
1840,Psy 3: W imie zasad,0,5.038,6.2,1258,126,"Action,Crime,Drama",,,,0,,,1.855,0.98,3.6274,6725146,,
1841,Blood Moon Party,0,1.855,7.6,322,118,"Comedy,Drama",,,,0,,,15.264,15.264,1.2148,6709383,,
1842,Shubh Mangal Zyada Saavdhan,0,5.708,5.9,9341,117,"Comedy,Crime,Romance",93.0,72.0,,0,,,0.98,15.264,2.0324,6574905,,
1843,Chhapaak,0,2.507,4.9,26817,120,"Biography,Drama",88.0,85.0,,1/10/2020,117.0,28.5,1.96,2.130666667,2.3868,6532100,604334.0,0.2308578008
1844,Hammamet,0,5.843,5.8,1516,126,"Biography,Drama",,,,0,,,5.376,15.264,4.005,6434874,,
1845,Lindenberg! Mach dein Ding,0,3.477,6.5,770,139,"Biography,Music",,,,0,,,15.264,15.264,1.9916,6404964,,
1846,Midnight Swan,0,0.893,7.1,340,124,Drama,,,,0,,,5.135,15.264,3.2834000000000000,6397065,,
1847,Simply Black,0,7.359,6.4,1742,90,Comedy,,,,0,,,15.264,15.264,6.5814,6323750,,
1848,My Boyfriend's Meds,0,20.7,4.6,425,100,Comedy,,,,2/21/2020,64.0,41.25,15.264,15.264,11.8862,6292780,2971116.0,0.4174757282
1849,Bill & Ted Face the Music,25000000,17.531,5.9,44126,91,"Adventure,Comedy,Music",82.0,66.0,PG-13,8/28/2020,60.0,20.625,5.811,2.172,21.639000000000000,6274027,3498714.0,0.6938300349
1850,Hotel Belgrade,0,7.31,6.2,1314,106,"Comedy,Romance",,,,0,,,1.868,2.4425,4.5622,6237973,,
1851,How to Be a Good Wife,0,7.26,5.8,1724,109,"Comedy,Drama",70.0,0.0,,0,,,0.745,1.053333333,5.969800000000000,6029102,,
1852,The Legacy Of Dr. Death: Black File,0,2.097,5.6,70,121,"Mystery,Thriller",,,,0,,,15.264,15.264,7.414800000000000,6024046,,
1853,The Rhythm Section,50000000,23.878,5.4,17475,109,"Action,Drama,Mystery",29.0,44.0,R,1/31/2020,50.0,27.625,3.741,6.928,8.675000000000000,5989583,5437971.0,0.3523219814
1854,Jak zostalem gangsterem. Historia prawdziwa,0,5.053,7.0,2463,140,"Crime,Drama",,87.0,,0,,,0.6,0.6,2.0778,5975729,,
1855,Twiceborn,0,1.2,4.6,42,135,Drama,,,PG,10/16/2020,,,0.609,15.264,2.4888,5880157,,
1856,Beasts Clawing at Straws,0,48.18,7.1,4105,108,"Crime,Drama,Thriller",95.0,87.0,,10/21/2020,,,0.0,1.351,7.285000000000000,5796059,,
1857,Klassikokkutulek 2: Pulmad ja matused,465000,0.6,5.4,430,90,Comedy,,,,0,,,15.264,15.264,0.8758000000000000,5543147,,
1858,Mama Weed,5080800,7.483,6.2,2575,104,"Comedy,Crime,Drama",,,,0,,,15.264,15.264,3.3838,5432038,,
1859,Divorce Club,9466480,8.945,5.2,1016,108,Comedy,,,,0,,,15.264,15.264,7.958800000000000,5316313,,
1860,Cindy La Regia,0,12.616,5.9,1355,109,Comedy,,,,0,,,0.0,15.264,4.623600000000000,5222322,,
1861,Love Aaj Kal,12500000,6.447,6.8,15886,128,"Comedy,Drama,Romance",20.0,34.0,,0,,,1.646,15.264,2.6130000000000000,20794985,,
1862,Masked Ward,0,2.716,5.6,329,114,Thriller,,,,0,,,15.264,15.264,7.564000000000000,5107013,,
1863,Ayyappanum Koshiyum,0,3.235,8.1,7704,177,"Action,Drama,Thriller",,,,0,,,1.4,15.264,1.9708,5088713,,
1864,Baba Parasi,0,1.822,4.5,3120,116,Comedy,,,,0,,,15.264,15.264,3.4276000000000000,5084342,,
1865,Die Känguru-Chroniken,0,5.555,5.2,2428,92,Comedy,,,,0,,,15.264,15.264,2.7028000000000000,5081127,,
1866,The Real Exorcist,0,0.84,5.8,31,108,Fantasy,,,PG-13,8/28/2020,,,0.0,15.264,1.1724,5035830,,
1867,Mayday,0,5.098,4.1,1126,100,"Drama,Fantasy,Mystery",50.0,38.0,,10/1/2021,,,0.6,0.7235,15.2142,5011408,,
1868,Made in Abyss: Dawn of the Deep Soul,0,17.591,8.1,2912,113,"Adventure,Animation,Drama",,,,0,,,15.264,15.264,8.814400000000000,4971635,,
1869,Godai - The Wunderkind,0,1.4,6.8,39,109,"Biography,Drama,History",,,,0,,,15.264,15.264,6.705600000000000,4948225,,
1870,Military Wives,0,11.158,6.5,4754,112,"Comedy,Drama,Music",77.0,52.0,PG-13,0,,,4.394,1.783666667,6.626600000000000,4889252,,
1871,Streltsov,0,1.77,5.2,365,100,"Biography,Drama,Romance",,,,0,,,15.264,15.264,5.8752,4850073,,
1872,The SpongeBob Movie: Sponge on the Run,60000000,257.062,5.9,17033,91,"Adventure,Animation,Comedy",67.0,50.0,PG,8/14/2020,55.0,46.125,4.967,2.285,18.798,4810790,4810790.0,0.6385542169
1873,The Empty Man,0,54.438,6.2,24963,137,"Horror,Mystery,Thriller",76.0,39.0,R,10/23/2020,63.0,33.25,1.166,0.992,11.1466,4796993,2992948.0,-0.5708630245
1874,The Vets,0,6.254,5.9,453,92,"Comedy,Drama",,,,0,,,15.264,15.264,4.238,4788826,,
1875,The Broken Hearts Gallery,0,10.406,6.3,7247,109,"Comedy,Romance",79.0,88.0,PG-13,9/11/2020,56.0,42.5,1.553,0.6,13.5514,4781389,4067442.0,
1876,Spider-Man: No Way Home,200000000,7358.5,8.5,571177,148,"Action,Adventure,Fantasy",93.0,98.0,PG-13,12/17/2021,1.0,46.125,11.955,8.5805,50.4138,1888000000,801674167.0,-0.2588331964
1877,The Battle at Lake Changjin,0,9.326,5.3,2448,176,"Action,Drama,History",25.0,100.0,,11/19/2021,170.0,69.0,0.0,2.0722,8.0004,902540935,342411.0,-0.6911392405
1878,No Time to Die,250000000,557.767,7.3,334772,163,"Action,Adventure,Thriller",83.0,88.0,PG-13,10/8/2021,7.0,69.25,8.918,6.928,21.1944,774153007,160891007.0,-0.6701724863
1879,F9: The Fast Saga,200000000,494.814,5.2,119893,143,"Action,Crime,Thriller",,,,6/25/2021,5.0,40.875,15.264,15.264,18.954200000000000,726229501,173005945.0,0.2951096121
1880,Detective Chinatown 3,0,5.864,5.6,1762,136,"Action,Adventure,Comedy",,,,0,,,15.264,15.264,10.313,686257563,,
1881,Venom: Let There Be Carnage,110000000,1378.22,6.0,187508,97,"Action,Adventure,Sci-Fi",59.0,84.0,PG-13,10/1/2021,3.0,31.0,21.166,10.502,24.302,502050366,213550366.0,0.4549098196
1882,Godzilla vs. Kong,200000000,409.778,6.3,195188,113,"Action,Sci-Fi,Thriller",75.0,91.0,PG-13,3/31/2021,12.0,69.25,7.81,2.84,16.89,468216094,100916094.0,0.4010632014
1883,Shang-Chi and the Legend of the Ten Rings,150000000,1057.709,7.5,340771,132,"Action,Adventure,Fantasy",91.0,98.0,PG-13,9/3/2021,2.0,32.875,7.225,7.051,20.0778,432243292,224543292.0,0.746835443
1884,Eternals,200000000,1470.377,6.4,284407,156,"Action,Adventure,Fantasy",47.0,78.0,PG-13,11/5/2021,6.0,34.875,4.82,8.637,22.2286,402064899,164870234.0,0.4492415403
1885,Dune,165000000,580.471,8.1,534282,155,"Action,Adventure,Drama",83.0,90.0,PG-13,10/22/2021,13.0,38.75,18.269,7.2155,40.6296,400576297,108315210.0,0.3587692308
1886,Black Widow,200000000,443.759,6.7,345137,134,"Action,Adventure,Sci-Fi",79.0,91.0,PG-13,7/9/2021,4.0,27.75,2.195,11.621,19.7444,379751655,183651655.0,0.3687423687
1887,Sing 2,85000000,1304.681,7.5,42175,110,"Adventure,Animation,Comedy",71.0,98.0,PG,12/22/2021,17.0,51.75,17.205,4.2655,20.4078,387000000,161094370.0,0.504950495
1888,Free Guy,110000000,601.628,7.2,321996,115,"Action,Adventure,Comedy",80.0,94.0,PG-13,8/13/2021,10.0,35.875,33.013,23.8794,23.132,331526598,121626598.0,0.795221843
1889,A Quiet Place Part II,61000000,317.094,7.2,202817,97,"Drama,Horror,Sci-Fi",91.0,92.0,PG-13,5/28/2021,8.0,38.75,24.642,12.233,28.5822,297372261,160072261.0,0.3800643087
1890,Encanto,50000000,2586.677,7.3,178966,102,"Animation,Comedy,Family",91.0,93.0,PG,11/24/2021,15.0,49.75,0.0,3.2165,10.9186,253000000,96041854.0,0.5009041591
1891,Cruella,200000000,530.352,7.4,216592,134,"Adventure,Comedy,Crime",74.0,97.0,PG-13,5/28/2021,16.0,30.625,4.636,2.469666667,27.4788,233503234,86103234.0,0.384
1892,"My Country, My Parents",0,5.293,6.0,308,157,Drama,,,,10/8/2021,,,0.0,15.264,12.253,221701823,,
1893,Jungle Cruise,200000000,428.089,6.6,173683,127,"Action,Adventure,Comedy",62.0,92.0,PG-13,7/30/2021,11.0,33.75,5.806,8.276,21.0916,220889446,116987516.0,0.5412635174
1894,Raging Fire,0,10.51,6.6,3610,126,"Action,Adventure,Crime",91.0,100.0,,8/13/2021,183.0,49.25,1.543,10.811,11.1164,205846481,385305.0,-0.5730075625
1895,The Conjuring: The Devil Made Me Do It,39000000,379.584,6.3,104830,112,"Horror,Mystery,Thriller",56.0,83.0,R,6/4/2021,19.0,32.75,6.405,8.8285,16.7172,202031050,65631050.0,-0.835959596
1896,Ghostbusters: Afterlife,75000000,970.911,7.2,136098,124,"Adventure,Comedy,Fantasy",63.0,94.0,PG-13,11/19/2021,9.0,35.75,3.473,13.345,30.241000000000000,197360575,129360575.0,0.6455142232
1897,Chinese Doctors,0,3.24,4.6,423,129,Drama,,,,7/30/2021,,,4.418,1.586,7.2682,197143218,,
1898,Cliff Walkers,0,6.341,6.6,1891,120,"Crime,Drama,Thriller",79.0,77.0,,4/30/2021,,,9.165,15.264,7.1486,181325565,,
1899,The Suicide Squad,185000000,586.769,7.2,319008,132,"Action,Adventure,Comedy",90.0,82.0,R,8/6/2021,23.0,33.375,6.918,5.3455,25.803200000000000,167417425,55817425.0,-0.61724846
1900,Space Jam: A New Legacy,161900000,422.958,4.4,66885,115,"Adventure,Animation,Comedy",26.0,79.0,PG,7/16/2021,18.0,34.0,9.21,4.5385,9.0676,162892228,70592228.0,0.9762197622
1901,House of Gucci,75000000,224.888,6.7,95090,158,"Crime,Drama",63.0,83.0,R,11/24/2021,27.0,61.75,10.645,6.3025,30.3654,156987388,53809574.0,0.2223071047
1902,The Matrix Resurrections,190000000,934.618,5.7,213658,148,"Action,Sci-Fi",63.0,64.0,R,12/22/2021,39.0,31.125,30.468,14.214,26.7916,156575035,37686805.0,0.3563968668
1903,Peter Rabbit 2: The Runaway,45000000,227.739,6.2,10264,93,"Adventure,Animation,Comedy",66.0,89.0,PG,6/11/2021,31.0,51.625,5.607,1.85925,17.8446,153901717,40501717.0,0.4456140351
1904,A Writer's Odyssey,0,35.702,6.2,2427,130,"Action,Adventure,Fantasy",93.0,77.0,,2/12/2021,,,0.828,15.264,8.384200000000000,150123320,,
1905,The Boss Baby 2: Family Business,82000000,890.259,5.9,15992,107,"Adventure,Animation,Comedy",,,,7/2/2021,21.0,24.75,15.264,15.264,15.8718,146745280,57300280.0,0.5324675325
1906,PAW Patrol: The Movie,26000000,654.219,6.2,5533,86,"Action,Adventure,Animation",80.0,97.0,G,8/20/2021,32.0,39.625,3.623,0.648,6.8954,144327371,40127371.0,0.5673141326
1907,Jujutsu Kaisen 0: The Movie,0,558.207,8.1,5421,105,"Action,Animation,Fantasy",98.0,98.0,PG-13,3/18/2022,12.0,58.375,9.192,1.334,12.0286,144000000,28287448.0,0.6960352423
1908,Be Somebody,0,18.305,5.7,3967,88,"Comedy,Drama,Romance",,47.0,PG,6/10/2016,,,2.713,1.425,6.3024,132326332,,
1909,Halloween Kills,20000000,293.89,5.6,69473,105,"Horror,Thriller",40.0,66.0,R,10/15/2021,14.0,27.625,4.231,4.779666667,11.9094,131647155,92002155.0,-0.5131459655
1910,Raya and the Last Dragon,100000000,354.682,7.3,139950,107,"Action,Adventure,Animation",93.0,97.0,PG,3/5/2021,24.0,33.875,0.0,2.276,18.3708,130423032,54723032.0,0.6295719844
1911,The King's Man,100000000,1434.677,6.3,107357,131,"Action,Adventure,Thriller",41.0,80.0,R,12/22/2021,51.0,54.625,13.649,7.49,32.6428,125928656,37176373.0,0.3220568336
1912,The Addams Family 2,0,355.586,5.4,9713,93,"Adventure,Animation,Comedy",28.0,69.0,PG,10/1/2021,22.0,26.125,0.0,2.9625,35.9362,119815153,56489153.0,0.3747412008
1913,Clifford the Big Red Dog,64000000,759.936,6.0,10772,96,"Adventure,Comedy,Family",58.0,94.0,PG,11/10/2021,26.0,45.5,5.35,1.288,10.7982,107347356,48947356.0,0.4866796621
1914,Wrath of Man,40000000,365.674,7.1,155882,119,"Action,Crime,Thriller",66.0,90.0,R,5/7/2021,40.0,42.625,17.049,8.561,27.7786,103966489,27466489.0,0.4753451677
1915,Detective Conan: The Scarlet Bullet,0,14.735,6.2,932,110,"Action,Animation,Crime",,,,0,,,1.733,15.264,8.0716,95580715,,
1916,Evangelion: 3.0+1.01 Thrice Upon a Time,0,190.856,8.0,8461,154,"Action,Animation,Drama",,,,0,,,15.264,15.264,6.888800000000000,92246218,,
1917,End Game,5000000,11.142,5.1,5410,93,"Action,Thriller",100.0,80.0,,0,,,0.0,1.3165,12.6874,91824961,,
1918,Old,18000000,347.318,5.8,91533,108,"Drama,Horror,Mystery",39.0,37.0,R,7/23/2021,28.0,94.125,10.675,2.869666667,18.4992,90146510,48276510.0,0.2132752992
1919,Mortal Kombat,20000000,601.374,6.1,164157,110,"Action,Adventure,Fantasy",54.0,86.0,R,4/23/2021,34.0,33.375,2.503,8.6315,9.2304,83726031,42326031.0,0.3172103487
1920,Boonie Bears: The Wild Life,0,7.1,5.4,115,99,Animation,,,,0,,,15.264,15.264,1.0276,77961427,,
1921,Candyman,25000000,103.595,5.9,51765,91,"Horror,Thriller",84.0,72.0,R,8/27/2021,20.0,39.25,2.823,5.306333333,6.935,77411570,61186570.0,0.1611013474
1922,The Forever Purge,18000000,256.525,5.4,27861,103,"Action,Horror,Thriller",49.0,78.0,R,7/2/2021,30.0,31.875,2.055,7.118166667,10.6632,76994245,44539245.0,0.1935897436
1923,1921,0,5.047,4.1,288,138,Drama,,0.0,,0,,,1.623,1.623,7.69,75159828,,
1924,West Side Story,100000000,358.932,7.3,63453,156,"Crime,Drama,Musical",91.0,94.0,PG-13,12/10/2021,38.0,58.875,29.221,10.403,9.968,75079121,38518412.0,0.438781488
1925,Hitman's Wife's Bodyguard,70000000,88.762,6.1,80715,100,"Action,Comedy,Crime",26.0,79.0,R,6/16/2021,33.0,50.75,5.413,1.684,32.4454,70060492,38014727.0,0.4355495251
1926,Belle,10900000,14.466,7.3,30141,100,"Biography,Drama,Romance",95.0,95.0,PG,5/2/2014,142.0,94.875,6.133,1.52,14.989,63163907,10726630.0,0.5242881072
1927,Ron's Gone Wrong,0,643.343,7.1,28367,107,"Adventure,Animation,Comedy",80.0,94.0,PG,10/22/2021,47.0,44.25,0.0,0.933,13.8272,60692022,23009270.0,-0.2991890738
1928,Cloudy Mountain,0,2.899,5.8,390,114,"Action,Adventure,Drama",,82.0,,10/22/2021,,,13.147,15.264,3.1286,58281703,,
1929,Nezha Reborn,0,127.573,6.8,3019,118,"Action,Animation,Fantasy",,75.0,,0,,,0.6,0.6,2.9302,56088478,,
1930,Nobody,17000000,207.189,7.4,217182,92,"Action,Crime,Drama",,35.0,,3/26/2021,41.0,68.875,0.764,15.264,16.6264,61779301,27568035.0,0.1971688574
1931,Man in Love,0,6.716,6.8,787,120,"Drama,Romance",,,,0,,,15.264,15.264,5.8052,52946097,,
1932,Break Through the Darkness,0,3.244,5.4,154,112,Drama,,,,0,,,15.264,15.264,4.240000000000000,52700000,,
1933,Escape Room: Tournament of Champions,15000000,182.746,5.7,37283,88,"Action,Adventure,Horror",50.0,76.0,PG-13,7/16/2021,43.0,46.875,7.552,10.182,12.3474,51914753,25314753.0,0.8769035533
1934,Schemes in Antiques,0,2.06,6.0,243,123,"Action,Adventure,Comedy",60.0,,,12/17/2021,,,0.0,15.264,5.0598,51637422,,
1935,Luca,200000000,563.625,7.5,145754,95,"Adventure,Animation,Comedy",91.0,86.0,PG,6/18/2021,,,4.992,1.4,8.937000000000000,49750471,,
1936,Don't Breathe 2,10000000,334.969,6.1,46706,98,"Action,Crime,Horror",44.0,85.0,R,8/13/2021,35.0,35.0,3.948,8.155666667,9.8714,47312950,32712950.0,0.3776853777
1937,My Hero Academia: World Heroes' Mission,0,1349.082,7.4,2885,104,"Action,Adventure,Animation",86.0,95.0,PG-13,10/29/2021,62.0,35.875,8.866,15.264,12.7086,46850819,12271658.0,0.9596655189
1938,The French Dispatch,25000000,75.685,7.2,98283,107,"Comedy,Drama,Romance",75.0,76.0,R,10/22/2021,52.0,38.75,11.936,5.242666667,19.3048,46281956,16124375.0,0.490224475
1939,Love Will Tear Us Apart,0,0.6,5.6,55,86,Romance,,,,0,,,15.264,15.264,,45060290,,
1940,In the Heights,55000000,26.33,7.3,44023,143,"Drama,Musical,Romance",94.0,94.0,PG-13,6/11/2021,36.0,33.75,3.356,3.0076,8.6134,43975167,29975167.0,0.3301088271
1941,Belfast,0,32.3,7.3,51989,98,"Biography,Drama,History",86.0,92.0,PG-13,11/12/2021,74.0,81.125,27.071,7.33475,12.1116,42845489,9250870.0,0.5148188804
1942,Spirit Untamed,30000000,219.172,5.5,3344,88,"Adventure,Animation,Comedy",49.0,95.0,PG,6/4/2021,48.0,34.625,1.9,1.505,25.215,42717215,17716215.0,0.798206278
1943,Spiral,20000000,166.901,5.2,46995,93,"Crime,Drama,Horror",74.0,38.0,,5/14/2021,46.0,55.0,0.0,1.575333333,21.0846,40618920,23216862.0,0.1234089651
1944,Snake Eyes,88000000,347.72,5.4,33415,121,"Action,Adventure,Fantasy",40.0,35.0,R,7/23/2021,37.0,39.75,12.694,12.694,14.795000000000000,40064325,28264325.0,0.3724578733
1945,Tokyo Revengers,0,32.485,7.1,1091,120,"Action,Crime,Drama",,,,0,,,15.264,15.264,10.9514,39687069,,
1946,Nomadland,5000000,30.204,7.3,148748,107,Drama,93.0,82.0,R,2/19/2021,115.0,39.75,4.82,6.2014,6.707800000000000,39458207,3700000.0,0.5405105438
1947,Resident Evil: Welcome to Raccoon City,40000000,993.108,5.2,40486,107,"Action,Horror,Sci-Fi",31.0,65.0,R,11/24/2021,50.0,34.5,8.266,2.309666667,24.5268,38600612,17000612.0,-0.3529411765
1948,King Richard,50000000,220.681,7.5,78130,144,"Biography,Drama,Sport",90.0,98.0,PG-13,11/19/2021,57.0,41.125,2.744,11.92433333,13.3594,38061180,15125174.0,0.604664723
1949,Nightmare Alley,60000000,907.41,7.1,104043,150,"Crime,Drama,Thriller",80.0,68.0,R,12/17/2021,75.0,42.875,10.019,14.10633333,24.0888,38009220,11338107.0,0.3840623128
1950,The Yinyang Master,0,12.688,6.4,2555,113,"Action,Adventure,Drama",,,,0,,,15.264,15.264,9.6928,37690000,,
1951,Rurouni Kenshin: Final Chapter Part I - The Final,0,156.46,7.2,8210,138,"Action,Drama",,85.0,,0,,,7.441,1.551,11.3686,36964978,,
1952,The Door Lock,0,1.448,4.7,73,105,"Crime,Drama,Thriller",,,,0,,,15.264,15.264,3.5362,36100000,,
1953,I Fell in Love Like a Flower Bouquet,0,9.465,7.3,1605,124,"Drama,Romance",,,,0,,,15.264,15.264,12.700600000000000,34975905,,
1954,Malignant,40000000,153.256,6.3,79209,111,"Crime,Horror,Mystery",76.0,52.0,R,9/10/2021,60.0,35.125,13.692,7.1955,14.3506,33991791,13391791.0,0.1308016878
1955,Big Red Envelope,0,0.949,4.7,38,122,\N,,,,0,,,15.264,15.264,4.461600000000000,32800000,,
1956,Masquerade Night,0,4.114,6.4,272,129,"Crime,Drama,Mystery",,,,0,,,15.264,15.264,6.621,32287400,,
1957,Once Upon a Time in Hong Kong,0,2.386,5.5,151,105,"Action,Crime,History",,,,0,,,15.264,15.264,10.5212,32218874,,
1958,Respect,0,51.148,6.5,11397,145,"Biography,Drama,Music",68.0,95.0,PG-13,8/13/2021,44.0,60.5,1.176,1.4035,7.6502,32104126,24278399.0,0.6465269215
1959,The Unholy,10000000,383.885,5.1,18805,99,"Drama,Horror,Mystery",26.0,56.0,PG-13,4/2/2021,54.0,33.5,8.701,7.981333333,14.4264,30832137,15532137.0,0.01597444089
