,Movie,Unnamed: 0,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
91,Den slepogo valentina,91,Maksim Vitorgan,4.375,Mark Bogatyrev,7.087,Olesya Sudzilovskaya,2.632,Aleksandr Yatsenko,4.555,Aleksandr Loye,0.786,401338,-,-,401338,100,,,,,,,,5.0,16,movie,Den slepogo valentina,0,2022,116,"Comedy,Drama,Romance"
92,Betlémské svetlo,92,Zdeněk Svěrák,2.66,Daniela Kolářová,1.617,Tereza Ramba,2.609,Vojtěch Kotek,3.286,Ondřej Vetchý,3.108,393455,-,-,393455,100,,,,,,,,6.4,19,movie,Betlémské svetlo,0,2022,100,"Comedy,Fantasy"
93,The Path,93,Ashok Amritraj,1.38,Ari Arad,4.071,Avi Arad,4.006,Idris Elba,26.498,Jenny Fulle,1.099,358527,-,-,358527,100,,,,RajivVijayRaghavan,RajivVijayRaghavan,,,6.9,34,movie,The Path,0,2022,99,Drama
94,Tyson's Run,94,Major Dodson,1.495,Rory Cochrane,11.932,Amy Smart,26.904,Layla Felder,0.98,Barkhad Abdi,6.877,358100,358100,100,-,-,,86.0,PG,KimBass,"KimBass,BruceLane,DeannaShapiro,EricUpshur,AsanteWhite",3-11-2022,,7.2,63,movie,Tyson's Run,0,2022,103,Drama
95,The Best Weekend,95,Daria Petrozhytska,2.679,Irma Vitovska,2.485,Nataliia Babenko,0.6,Oleksandr Rudynskyy,1.275,Elias Reichert,1.62,353922,-,-,353922,100,,,,,,,,7.5,22,movie,Naikrashchi vykhidni,0,2022,95,Comedy
96,Book of Love,96,Sam Claflin,8.17,Verónica Echegui,13.968,Antonia Clarke,5.117,Horacio García Rojas,4.208,Melissa Pino,0.6,350000,-,-,350000,100,49.0,61.0,,AnaleineCalyMayor,"MichaelKnowles,NaysunAlae-Carew,AllanNiblo,NickSpicer,MaximeCottray,MattWilliams,RichardAlanReid",,,5.5,1537,movie,Book of Love,0,2022,106,"Comedy,Romance"
97,The Contractor,97,Chris Pine,29.596,Ben Foster,11.739,Gillian Jacobs,19.16,Eddie Marsan,20.889,Kiefer Sutherland,16.803,337237,-,-,337237,100,,,,JoséAngelHenrickson,"YenifferBehrens,DeWayneCox,MauricioMendoza",,,5.7,3288,movie,The Contractor,0,2022,103,"Action,Thriller"
98,C'era una volta il crimine,98,Marco Giallini,3.242,Edoardo Leo,2.723,Gianmarco Tognazzi,0.615,Carlo Buccirosso,2.785,Giampaolo Morelli,1.772,325099,-,-,325099,100,,,,,,,,5.2,30,movie,C'era una volta il crimine,0,2022,100,"Comedy,Crime,War"
99,Un Rabón con Corazón,99,Andrés Castañeda,0.6,Lina Tejeiro,0.6,Álvaro Bayona,0.6,Carmenza Cossio,0.706,,,321899,-,-,321899,100,,,,,,,,5.8,32,movie,Un Rabón con Corazón,0,2022,\N,Comedy
100,L'ombra del giorno,100,Riccardo Scamarcio,8.264,Benedetta Porcaroli,12.338,Waël Sersoub,5.404,Lino Musella,5.221,Vincenzo Nemolato,2.611,308477,-,-,308477,100,,,,,,,,6.0,40,movie,L'ombra del giorno,0,2022,125,"Drama,Romance"
101,Nobody's Hero,101,Jean-Charles Clichet,2.304,Noémie Lvovsky,6.961,Iliès Kadri,0.615,Michel Masiero,0.6,Doria Tillier,6.744,304037,-,-,304037,100,44.0,,,AlainGuiraudie,CharlesGillibert,,,6.7,104,movie,Viens je t'emmène,0,2022,100,Comedy
102,Palmyra,102,,,,,,,,,,,292873,-,-,292873,100,,,,,,,,4.6,15,movie,Odnazhdy v pustyne,0,2022,121,War
103,Afacanlar: Is Basa Düstü,103,,,,,,,,,,,282375,-,-,282375,100,,,,,,,,5.7,35,movie,Afacanlar: Is Basa Düstü,0,2022,86,"Comedy,Family"
104,Three Times Nothing,104,Antoine Bertrand,3.597,Philippe Rebbot,2.541,Côme Levin,0.872,Karin Viard,5.823,Atillahan Karagedik,0.6,281810,-,-,281810,100,,,,,,,,6.3,64,movie,Trois fois rien,0,2022,94,Comedy
105,Papy,105,Christian Clavier,6.446,Michel Galabru,2.801,Gérard Jugnot,2.05,Martin Lamotte,3.568,Dominique Lavanant,1.995,271267,-,-,271267,100,,,,,,,,5.5,30,movie,Papy,0,2022,108,"Comedy,Drama,Family"
106,The Bunker Game,106,Gaia Weiss,17.168,Mark Ryder,2.069,Makita Samba,5.136,Felice Jankell,7.657,Tudor Aaron Istodor,2.086,240823,-,-,240823,100,,,,RobertoZazzara,,,,3.6,334,movie,The Bunker Game,0,2022,95,Horror
107,Naai Sekar,107,Sathish,1.068,Pavithra Lakshmi,0.6,Shiva,0.6,Sriman,1.411,Livingston,2.923,237861,-,-,237861,100,,,,,,,,5.3,345,movie,Naai Sekar,0,2022,131,"Comedy,Drama"
108,Mahlûkat,108,Adnan Koç,1.4,Seda Oguz,0.6,Kurtuluş Şakirağaoğlu,1.487,,,,,233197,-,-,233197,100,,,,,,,,5.2,159,movie,Mahlûkat,0,2022,96,Horror
109,Hamel El Lakab,109,,,,,,,,,,,232800,-,-,232800,100,,,,,,,,7.1,25,movie,Hamel El Lakab,0,2022,118,Comedy
110,Cuarentones,110,Adal Ramones,1.684,Erick Elías,3.205,Gaby Espino,15.342,Sonia Couoh,3.833,Ximena Rubio,1.069,224727,-,-,224727,100,,,,,,,,4.1,14,movie,Cuarentones,0,2022,81,Comedy
111,Super Sharanya,111,Anaswara Rajan,3.77,Arjun Ashokan,2.102,Mamitha Baiju,5.827,Antony Varghese,1.382,Sajin Cherukayil,0.98,187264,-,-,187264,100,,,,,,,,6.5,1164,movie,Super Sharanya,0,2022,161,"Comedy,Romance"
112,The Grandson,112,Gergő Blahó,0.6,Tamás Jordán,0.6,Gábor Jászberényi,0.6,Judit Pogány,0.6,Döbrösi Laura,2.765,176823,-,-,176823,100,,,,,,,,7.5,368,movie,Az unoka,0,2022,\N,"Action,Drama,Thriller"
113,Alice,113,Kathryn Beaumont,3.164,Ed Wynn,5.868,Richard Haydn,5.899,Sterling Holloway,4.586,Jerry Colonna,3.879,173624,173624,100,-,-,30.0,57.0,R,KrystinVerLinden,PeterLawson,3-18-2022,364.2K,5.3,302,movie,Alice,0,2022,100,Drama
114,Black Glasses,114,Ilenia Pastorelli,6.278,Asia Argento,9.999,Andrea Zhang,0.6,Andrea Gherpelli,0.63,Mario Pirrello,0.6,173199,-,-,173199,100,,,,,,,,5.2,284,movie,Dark Glasses,0,2022,90,"Horror,Mystery,Thriller"
115,Son of India,115,Ramon Novarro,2.573,Conrad Nagel,2.475,Marjorie Rambeau,1.339,Madge Evans,1.561,C. Aubrey Smith,8.671,160723,-,-,160723,100,,,,DiamondRatnaBabu,,,,8.3,4003,movie,Son of India,0,2022,102,"Action,Drama,History"
116,Malazgirt 1071,116,Cengiz Coşkun,5.354,Iskender Bingol,0.994,Abdurrahman Topal,0.6,Ali Korkmaz,0.6,Sahin Korkmaz,0.6,159223,-,-,159223,100,,,,,,,,6.3,180,movie,Malazgirt 1071,0,2022,96,"History,War"
117,Anka,117,Ozan Akbaba,11.145,Deniz Işın,7.601,Engin Hepileri,5.149,Uğur Uzunel,1.481,Serdar Orçin,5.323,152402,-,-,152402,100,,,,,,,,7.4,171,movie,Anka,0,2022,130,"Action,Drama"
118,Bachchhan Paandey,118,Akshay Kumar,3.945,Kriti Sanon,6.833,Jacqueline Fernandez,2.75,Arshad Warsi,2.878,Pankaj Tripathi,2.092,144003,-,-,144003,100,,74.0,,FarhadSamji,"SajidNadiadwala,ManojMittra",3-18-2022,,6.7,28543,movie,Bachchhan Paandey,0,2022,147,"Action,Comedy,Crime"
119,Kernagis,119,Vytautas Kernagis,0.652,Dalia Kernagienė,0.6,Eglė Kernagytė,0.6,,,,,143637,-,-,143637,100,,,,,,,,7.7,72,movie,Kernagis,0,2022,94,Documentary
120,Listeners: The Whispering,120,Quang Sự,0.6,Oanh Kiều,3.525,Phạm Quỳnh Anh,0.6,Quốc Cường,0.6,Lý Hồng Ân,0.6,139524,-,-,139524,100,,,,,,,,6.5,8,movie,Listeners: The Whispering,0,2022,120,Thriller
