Movie Title,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,Score_Rotten,Score_Rotten_Audience,Rating,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Release-Date,Release-Year,Release-Month,Release-DOM,Revenue-Worldwide,Profit,Label
The Tale of The Princess Kaguya,17.773,8,44749,137,100,90,1,,35.125,5.153,2.028,4.4162,0.6638418079,49300000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-10-17,2014,10,17,24434485,-0.504371501,2
Mr. Six,24.946,6.9,3807,134,,,2,,39.75,,,7.07,,250000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-18,2015,12,18,139191345,555.76538,0
The Gallows,23.118,4.2,20412,81,14,22,3,100,38.875,,1.986,1.8882,-0.04720406681,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2015-07-10,2015,7,10,42964410,428.6441,0
Unfriended,35.357,5.6,74247,83,62,37,3,79,38.375,3.67,5.7445,5.2876,-0.05025125628,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2015-04-17,2015,4,17,62882090,61.88209,0
War Room,87.856,6.5,14723,120,34,87,1,42,33.625,3.808,0.98,2.3392,-0.3085201794,3000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-28,2015,8,28,73267874,23.42262467,0
The Visit,56.293,6.2,127090,94,68,51,2,45,52.25,9.345,5.584,9.8976,0.3054662379,5000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2015-09-11,2015,9,11,98450062,18.6900124,0
The Lazarus Effect,21.512,5.2,43055,83,16,23,2,95,31.75,1.646,2.621666667,14.8402,0.129303749,3300000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2015-02-27,2015,2,27,64110728,18.42749333,0
Youth,13.267,7.3,77248,124,71,69,3,,94.5,11.763,0.651,20.4712,44.8856799,13360000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015-12-04,2015,12,4,227091290,15.99785105,0
Lost in Hong Kong,3.948,5.4,1642,114,60,49,2,,24.5,5.817,5.817,5.0336,-30.10492333,15600000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-25,2015,9,25,256283912,15.4284559,0
Minions,73.585,6.4,228190,91,55,49,1,7,70.125,,4.2655,16.6898,0.4178999295,74000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-10,2015,7,10,1159398397,14.66754591,0
Fifty Shades of Grey,175.679,4.2,313428,125,25,41,3,17,44.5,5.508,4.010666667,12.5476,0.5793848712,40000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2015-02-13,2015,2,13,571006128,13.2751532,0
The Boy Next Door,20.098,4.7,41556,91,12,33,3,73,45,5.541,5.8494,9.2424,0.4205298013,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-01-23,2015,1,23,52425855,12.10646375,0
"Dragon Ball Z: Resurrection ""F""",384.688,7.3,21943,93,83,84,2,144,46.125,2.646,,7.1378,0.7193229901,5000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-04,2015,8,4,61768190,11.353638,0
Bajrangi Bhaijaan,8.815,8.1,84431,163,88,86,2,146,21.75,2.102,3.2636,4.9616,0.6306954436,13000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-17,2015,7,17,150000000,10.53846154,0
Insidious: Chapter 3,70.113,6.1,102345,97,58,51,2,57,40.125,8.218,7.299333333,14.644,0.3896713615,10000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2015-06-05,2015,6,5,112983889,10.2983889,0
Jurassic World,190.031,7,617110,124,71,78,2,1,37.5,6.416,4.4735,22.2394,0.5677769171,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-06-12,2015,6,12,1671713208,10.14475472,0
No Escape,51.398,6.8,84706,103,48,62,3,89,54.5,6.056,1.205,24.3334,-0.1899736148,5000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-08-26,2015,8,26,54418872,9.8837744,0
Pitch Perfect 2,55.449,6.4,153411,115,65,64,2,13,41.5,31.109,11.78,22.7426,0.9235395189,29000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015-05-15,2015,5,15,287506194,8.91400669,0
American Sniper,125.769,7.3,471941,133,72,84,3,6,59.625,31.857,15.4872,15.3828,0.3662667608,58800000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-25,2015,12,25,547426372,8.309972313,0
Still Alice,14.937,7.5,132941,101,85,85,2,108,41.5,,4.117,17.9942,0.6452442159,5000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-16,2015,1,16,44779195,7.955839,0
The Big Shot,3.726,6.7,912,82,,,2,,,6.129,,3.5914,,15000000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-11,2015,12,11,133400000,7.893333333,0
The Second Best Exotic Marigold Hotel,9.901,6.5,33495,122,65,59,1,78,43.875,5.349,3.5825,17.92,0.9967897271,10000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-03-06,2015,3,6,85978266,7.5978266,0
Star Wars: Episode VII - The Force Awakens,88.269,7.9,905287,138,93,85,2,2,22.125,10.586,5.447,16.9418,-0.9155269509,245000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-12-18,2015,12,18,2068223624,7.441729078,0
Furious 7,145.163,7.2,382376,137,82,82,2,5,32.625,13.692,18.18066667,22.463,-0.6934695691,190000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-04-03,2015,4,3,1515047671,6.973935111,0
Magic Mike XXL,33.687,5.6,55231,115,65,55,3,43,42.875,4.44,12.9325,14.535,0.4786450663,14800000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015-07-01,2015,7,1,117813057,6.960341689,0
Paranormal Activity: The Ghost Dimension,30.535,4.6,27505,88,14,27,3,109,52.875,4.133,4.103,6.5902,-0.8595074687,10000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2015-10-23,2015,10,23,78903124,6.8903124,0
Mojin: The Lost Legend,35.809,5.9,3850,127,56,56,2,,33.875,2.087,,10.9844,-77.27272727,37000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-18,2015,12,18,278300000,6.521621622,0
Straight Outta Compton,71.291,7.8,196169,147,89,91,3,19,40.75,5.49,4.974666667,7.6626,0.6054545455,28000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015-08-14,2015,8,14,201634991,6.201249679,0
Paper Towns,24.139,6.3,101425,109,58,47,2,81,47.5,2.658,5.258,16.3088,0.476744186,12000000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-24,2015,7,24,85512300,6.126025,0
Taken 3,156.714,6,189498,108,13,43,2,32,47.5,3.334,8.055,21.3006,0.431264729,48000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-01-09,2015,1,9,326479141,5.801648771,0
Northern Limit Line,5.87,6.5,1162,130,,71,2,,54.875,4.306,2.453,6.6294,30.12048193,6000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-07-17,2015,7,17,40034677,5.672446167,0
Cinderella,142.998,7.3,156343,74,84,78,1,10,44.625,27.071,4.949,4.3534,0.5876879026,90000000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-03-13,2015,3,13,542351353,5.026126144,0
Hotel Transylvania 2,77.854,6.7,122892,89,55,63,1,16,49,7.654,2.412,22.7432,0.8257956449,80000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-25,2015,9,25,474800000,4.935,0
The Martian,82.263,8,823241,144,91,91,2,9,38,10.645,7.4318,18.3164,0.6577229877,108000000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-10-02,2015,10,2,630161890,4.834832315,0
Brooklyn,19.887,7.5,139594,117,97,87,2,106,90.625,1.456,1.225,15.7296,0.3688212928,11000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-11-04,2015,11,4,62076141,4.643285545,0
Woman in Gold,10.704,7.3,57739,109,57,79,2,77,65.625,4.541,1.7905,18.1104,0.2206952304,11000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015-04-01,2015,4,1,61619773,4.601797545,0
The Intern,39.934,7.1,245006,121,59,73,2,38,34.875,3.55,2.474,17.9046,0.3002014775,35000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-25,2015,9,25,194564672,4.558990629,0
Sinister 2,28.529,5.3,53480,97,15,31,3,87,39.25,2.016,5.969,6.5554,-0.746150645,10000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2015-08-21,2015,8,21,53329150,4.332915,0
The DUFF,40.7,6.5,92270,101,73,66,2,76,36.875,1.141,3.424333333,14.7014,0.6754668384,8500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-02-20,2015,2,20,43709744,4.142322824,0
Paddington,45.887,7.3,110614,95,97,80,1,37,64.25,2.023,2.274,10.562,0.6493333333,55000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-16,2015,1,16,282370135,4.134002455,0
Maze Runner: The Scorch Trials,146.197,6.3,242286,131,48,54,2,33,68.75,6.836,3.445,19.8076,0.6397306397,61000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-09-18,2015,9,18,312296056,4.119607475,0
Kingsman: The Secret Service,115.697,7.7,648728,129,75,84,3,23,47.25,13.649,7.49,25.8374,0.6971214018,81000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-13,2015,2,13,414351546,4.115451185,0
The Perfect Guy,10.348,5.6,10640,100,18,51,2,51,31.625,1.231,0.744,9.7758,0.8623778502,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-09-11,2015,9,11,60273173,4.022764417,0
Spotlight,20.076,8.1,456956,129,97,93,3,94,80,8.539,1.909,14.6336,0.4336283186,20000000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-06,2015,11,6,98690254,3.9345127,0
Inside Out,131.456,8.2,682567,95,,,2,4,35.125,,,10.9204,0.3640069889,175000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-19,2015,6,19,857611174,3.90063528,0
Huevos: Little Rooster's Egg-cellent Adventure,34.114,5.7,1042,98,,56,1,140,,,2.969,7.3824,100,5300000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-04,2015,9,4,25892561,3.885388868,0
Daddy's Home,34.093,6.1,117675,96,30,49,2,46,28.125,5.452,8.2835,22.0346,0.616677038,50000000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-25,2015,12,25,242786137,3.85572274,0
The Big Short,36.826,7.8,412806,130,89,88,3,97,48.375,10.808,10.42275,18.5038,0.1773584906,28000000,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-11,2015,12,11,133440870,3.765745357,0
Creed,116.274,7.6,265974,133,95,89,2,28,66.5,7.226,7.847571429,13.5398,0.5084125823,37000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-11-25,2015,11,25,173567581,3.691015703,0
A Walk in the Woods,20.09,6.3,26855,104,47,48,3,84,47.625,4.099,8.248666667,15.6644,0.5083406497,8000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-02,2015,9,2,37461274,3.68265925,0
Mission: Impossible - Rogue Nation,57.708,7.4,362936,131,94,87,2,12,32.375,8.616,11.45433333,31.5566,0.6518650089,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-07-31,2015,7,31,682714267,3.551428447,0
The SpongeBob Movie: Sponge Out of Water,69.366,6,54005,92,81,54,1,18,29.5,,2.1535,12.8686,0.7133757962,74000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-06,2015,2,6,325186032,3.394405838,0
San Andreas,155.802,6.1,231287,114,48,52,2,20,58.875,3.815,2.691,27.0506,0.3908396947,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-05-29,2015,5,29,473990832,3.309007564,0
The Danish Girl,25.628,7.1,179963,119,66,72,3,170,68.375,5.218,3.5282,17.0954,0.6097122302,15000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-11-27,2015,11,27,64191523,3.279434867,0
Shaun the Sheep Movie,22.151,7.3,40109,85,99,81,1,107,39.375,,0.911,2.6334,0.7965397924,25000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-05,2015,8,5,106209378,3.24837512,0
Bridge of Spies,21.957,7.6,305481,142,91,87,2,41,29.625,29.221,11.04466667,14.9928,0.5455265241,40000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015-10-16,2015,10,16,165478348,3.1369587,0
Krampus,22.762,6.2,71877,98,67,51,2,71,44.375,3.811,4.13225,14.905,0.2731798382,15000000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-04,2015,12,4,61788393,3.1192262,0
The Hunger Games: Mockingjay - Part 2,90.341,6.5,314960,137,70,66,2,8,44,5.18,2.535,16.2316,-0.6820925553,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-11-20,2015,11,20,658344137,3.114650856,0
Trainwreck,40.898,6.2,135722,125,84,66,3,27,36.25,8.039,4.518,13.7342,0.631612492,35000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-07-17,2015,7,17,140795793,3.022736943,0
Ant-Man,96.577,7.3,636685,117,83,85,2,14,37.5,3.515,11.621,18.8104,0.3552631579,130000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-17,2015,7,17,519311965,2.994707423,0
Avengers: Age of Ultron,231.021,7.3,826268,141,76,83,2,3,59.25,11.677,11.621,27.4548,0.4206170053,365000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-05-01,2015,5,1,1405403694,2.850421079,0
Everest,53.785,7.1,214035,121,72,68,2,67,73.875,7.521,3.323666667,22.1718,0.4340611354,55000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-18,2015,9,18,203427584,2.698683345,0
Spectre,82.716,6.8,429484,148,63,61,2,11,53.375,8.541,6.928,21.85,0.5613772455,245000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-11-06,2015,11,6,880674609,2.594590241,0
The Hateful Eight,31.46,7.8,574482,168,74,76,3,126,81.75,35.032,1.957333333,23.688,-0.5827160494,44000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015-12-25,2015,12,25,155760117,2.540002659,0
Ode to My Father,8.231,7.8,5129,126,71,85,2,,46.875,,,9.3214,90.87269816,30000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-01-09,2015,1,9,105365782,2.512192733,0
Sisters,23.929,6,66080,118,,,2,59,89.375,1.708,0.98,10.0814,0.4253647587,30000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-18,2015,12,18,105011053,2.500368433,0
The Wedding Ringer,42.492,6.6,74935,101,29,63,3,47,33.5,1.4,2.019,12.6708,0.6825396825,23000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-16,2015,1,16,79799880,2.46956,0
Selma,12.662,7.5,90776,128,99,86,2,58,57.25,6.006,4.168,12.206,0.4529411765,20000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015-12-25,2015,12,25,66787908,2.3393954,0
When Marnie Was There,61.204,7.7,38765,103,91,88,1,,49.125,5.048,1.2175,9.5128,46.8719923,10500000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-22,2015,5,22,34949567,2.32853019,0
The Woman in Black 2: Angel of Death,34.442,4.8,28027,98,23,24,2,91,23.625,1.485,1.29625,10.9022,-0.812911726,15000000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015-01-02,2015,1,2,48854305,2.256953667,0
Ted 2,173.216,6.3,202247,115,44,50,3,34,44,11.601,4.148,26.2708,0.6101026046,68000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-26,2015,6,26,215863606,2.174464794,0
Focus,90.305,6.6,240378,105,,,2,54,75.75,4.091,,21.0468,0.5005675369,50100000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27,2015,2,27,158762963,2.168921417,0
Southpaw,134.034,7.4,232116,124,60,75,3,56,38,7.806,2.456571429,14.3954,0.5041952708,30000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-24,2015,7,24,91970827,2.065694233,0
The Transporter Refueled,54.659,5.2,41706,96,15,30,2,119,39.75,0.6,4.8155,9.0562,0.445482866,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-09-04,2015,9,4,72629670,1.9051868,1
Prem Ratan Dhan Payo,5.24,4.5,21731,164,45,47,2,173,29.75,1.788,0.634,3.1374,0.4406065712,23400000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-11-12,2015,11,12,67000000,1.863247863,1
Terminator Genisys,134.168,6.3,272814,126,27,52,2,31,57.25,6.109,5.303,19.8408,0.3866256726,155000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-07-01,2015,7,1,440603537,1.842603465,1
Paul Blart: Mall Cop 2,43.772,4.4,37007,94,6,33,1,40,40.5,3.44,13.731,13.8102,0.2411167513,38000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-17,2015,4,17,107597242,1.831506368,1
Sicario,78.858,7.7,413701,121,92,85,3,62,57.625,18.269,3.4766,19.1478,0.3888452474,30000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-18,2015,9,18,84872444,1.829081467,1
Get Hard,20.163,6,133268,100,28,45,3,30,38.875,6.428,10.03466667,14.6288,0.005305039788,40000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-03-27,2015,3,27,111811453,1.795286325,1
Pixels,102.668,5.6,140785,105,18,46,2,36,49,9.568,11.8445,16.6268,0.4581430746,88000000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-24,2015,7,24,244874809,1.782668284,1
Project Almanac,69.181,6.3,79573,106,37,45,2,102,35.25,2.744,8.096666667,7.0366,0.5331369661,12000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015-01-30,2015,1,30,33213241,1.767770083,1
Goosebumps,57.191,6.3,87066,103,78,62,1,35,44.125,2.886,10.182,16.5064,0.4906646751,58000000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-16,2015,10,16,158260952,1.728637103,1
Poltergeist,59.995,4.9,57662,93,30,22,2,60,46.375,2.167,6.162333333,8.4242,-0.02445141066,35000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015-05-22,2015,5,22,95437994,1.726799829,1
The Divergent Series: Insurgent,88.192,6.2,232368,119,,,2,22,40.375,,,14.8808,0.7052238806,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-03-20,2015,3,20,297002527,1.700022973,1
Police Story: Lockdown,17.782,6,9815,110,25,33,2,,47.125,5.31,39.287,15.4126,0.2601156069,35000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-05,2015,6,5,94249025,1.692829286,1
"McFarland, USA",13.627,7.4,38222,129,80,88,1,,17.5,1.96,1.2245,10.0188,87.91821561,17000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-02-20,2015,2,20,45710059,1.688827,1
Mr. Holmes,18.888,6.8,64034,104,88,70,1,114,65.125,9.832,5.136333333,11.449,0.7204152249,11000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015-07-17,2015,7,17,29355203,1.668654818,1
The Age of Adaline,37.372,7.2,170846,112,55,67,2,70,41.625,2.824,1.011333333,11.3842,0.6405325444,25000000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-04-24,2015,4,24,65663276,1.62653104,1
Alvin and the Chipmunks: The Road Chip,49.092,5,19182,92,15,51,1,53,40.125,5.35,6.999,14.2122,0.6070336391,90000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-18,2015,12,18,234798636,1.608873733,1
Mad Max: Fury Road,183.051,8.1,962606,120,97,86,3,21,40.875,8.791,4.711666667,28.3692,-0.8957575758,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015-05-15,2015,5,15,378858340,1.525722267,1
Love the Coopers,11.652,5.8,23961,107,18,36,2,93,29,4.63,2.656666667,18.9204,0.6872881356,17000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-11-13,2015,11,13,42426912,1.495700706,1
Irrational Man,12.247,6.6,62536,95,46,46,3,175,40.5,13.842,1.063333333,17.192,-0.5783365571,11000000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-17,2015,7,17,27391084,1.490098545,1
The Peanuts Movie,38.348,7,45223,88,87,76,0,24,39.75,2.023,1.4646,4.7076,0.6811808118,99000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-06,2015,11,6,246233113,1.487203162,1
Ex Machina,31.842,7.7,522104,108,92,86,3,96,56.125,8.706,1.288,22.7738,0.4831932773,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2015-04-10,2015,4,10,36869414,1.457960933,1
Hitman: Agent 47,109.233,5.7,89895,96,8,40,3,101,43.625,1.4,2.619,8.9974,0.4341351661,35000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015-08-21,2015,8,21,82347656,1.352790171,1
Ricki and the Flash,21.515,6,23383,101,65,43,2,90,45,5.118,4.60325,16.488,0.7022603274,18000000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015-08-07,2015,8,7,41325328,1.295851556,1
Suffragette,10.155,6.9,41595,106,73,68,2,167,72.75,2.132,1.86,20.6242,0.3358443189,14000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015-10-23,2015,10,23,31972096,1.283721143,1
Chappie,124.446,6.8,245978,120,32,56,3,82,44.875,6.446,9.1595,11.886,0.4808702176,49000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-03-06,2015,3,6,104399548,1.13060302,1
The Night Before,23.328,6.4,73560,101,,,2,68,35.375,,,15.8992,0.2599231754,25000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-20,2015,11,20,52395996,1.09583984,1
Far from the Madding Crowd,14.101,7.1,48706,119,43,,2,133,42.625,0.692,0.692,12.6154,0.6982248521,15360000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-05-01,2015,5,1,30229977,0.9680974609,2
Samba,17.447,6.7,16302,118,61,54,3,,94,,2.760333333,8.0522,59.84251969,20000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-07-24,2015,7,24,39178695,0.95893475,2
The Good Dinosaur,123.337,6.7,112304,93,76,64,1,26,46.25,4.181,2.786,18.5432,0.9023011708,175000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-25,2015,11,25,332207671,0.8983295486,2
Black Mass,19.091,6.9,177202,123,73,68,3,49,41.625,9.999,3.1972,18.9622,0.4339268978,53000000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-18,2015,9,18,99775678,0.8825599623,2
The Longest Ride,39.488,7.1,81597,123,31,71,2,72,42.5,7.574,3.15325,16.2736,0.6140350877,34000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-04-10,2015,4,10,63013281,0.8533317941,2
Burnt,19.6,6.6,114700,101,28,44,3,125,56.875,3.117,2.307333333,18.823,0.1606060606,20000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-30,2015,10,30,36606743,0.83033715,2
Secret in Their Eyes,12.737,6.3,47768,111,39,41,2,105,31.375,4.027,1.8685,18.6174,0.2277227723,19500000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015-11-20,2015,11,20,34854990,0.7874353846,2
